20210806
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.0
7.00	0.1
7.25	0.2
7.50	0.4
7.75	0.8
8.00	1.0
8.25	0.6
8.50	1.1
8.75	1.7
9.00	2.3
9.25	2.4
9.50	1.8
9.75	1.3
10.00	1.8
10.25	2.6
10.50	3.5
10.75	3.2
11.00	3.1
11.25	2.3
11.50	2.2
11.75	2.6
12.00	3.1
12.25	4.0
12.50	2.6
12.75	1.7
13.00	1.7
13.25	3.6
13.50	6.3
13.75	5.7
14.00	4.8
14.25	4.2
14.50	3.9
14.75	3.6
15.00	3.1
15.25	3.0
15.50	2.6
15.75	2.1
16.00	2.0
16.25	1.7
16.50	1.4
16.75	1.3
17.00	1.0
17.25	0.7
17.50	0.5
17.75	0.3
18.00	0.1
18.25	0.1
18.50	0.0
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
