2021/08/07,5:00,0.0
2021/08/07,5:15,0.0
2021/08/07,5:30,0.0
2021/08/07,5:45,0.0
2021/08/07,6:00,0.0
2021/08/07,6:15,0.0
2021/08/07,6:30,0.5
2021/08/07,6:45,1.6
2021/08/07,7:00,3.3
2021/08/07,7:15,5.5
2021/08/07,7:30,9.5
2021/08/07,7:45,15.1
2021/08/07,8:00,15.7
2021/08/07,8:15,13.1
2021/08/07,8:30,17.9
2021/08/07,8:45,21.7
2021/08/07,9:00,26.9
2021/08/07,9:15,32.7
2021/08/07,9:30,38.3
2021/08/07,9:45,39.6
2021/08/07,10:00,44.1
2021/08/07,10:15,45.2
2021/08/07,10:30,45.9
2021/08/07,10:45,34.7
2021/08/07,11:00,36.6
2021/08/07,11:15,38.1
2021/08/07,11:30,27.5
2021/08/07,11:45,24.2
2021/08/07,12:00,27.6
2021/08/07,12:15,29.7
2021/08/07,12:30,25.7
2021/08/07,12:45,25.1
2021/08/07,13:00,12.1
2021/08/07,13:15,21.1
2021/08/07,13:30,44.7
2021/08/07,13:45,32.3
2021/08/07,14:00,25.4
2021/08/07,14:15,16.5
2021/08/07,14:30,13.5
2021/08/07,14:45,11.6
2021/08/07,15:00,9.1
2021/08/07,15:15,12.3
2021/08/07,15:30,10.9
2021/08/07,15:45,10.3
2021/08/07,16:00,9.0
2021/08/07,16:15,9.6
2021/08/07,16:30,9.0
2021/08/07,16:45,9.9
2021/08/07,17:00,8.7
2021/08/07,17:15,6.8
2021/08/07,17:30,5.0
2021/08/07,17:45,5.0
2021/08/07,18:00,4.5
2021/08/07,18:15,3.5
2021/08/07,18:30,2.4
2021/08/07,18:45,1.3
2021/08/07,19:00,0.5
2021/08/07,19:15,0.0
2021/08/07,19:30,0.0
2021/08/07,19:45,0.0
2021/08/07,20:00,0.0
