20210706
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.1
6.75	0.1
7.00	0.3
7.25	0.5
7.50	0.8
7.75	0.9
8.00	1.7
8.25	2.1
8.50	3.0
8.75	3.2
9.00	2.7
9.25	2.2
9.50	2.9
9.75	6.9
10.00	7.0
10.25	6.5
10.50	5.6
10.75	8.3
11.00	9.6
11.25	7.1
11.50	10.2
11.75	8.9
12.00	9.0
12.25	8.9
12.50	8.2
12.75	10.0
13.00	11.4
13.25	12.3
13.50	12.1
13.75	10.9
14.00	9.5
14.25	8.6
14.50	6.1
14.75	3.4
15.00	3.9
15.25	5.3
15.50	6.7
15.75	2.7
16.00	2.2
16.25	2.1
16.50	1.5
16.75	1.0
17.00	0.7
17.25	0.8
17.50	0.8
17.75	0.7
18.00	0.5
18.25	0.3
18.50	0.1
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
