20210722
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.1
6.75	0.1
7.00	0.3
7.25	0.4
7.50	0.7
7.75	1.0
8.00	1.4
8.25	1.6
8.50	2.0
8.75	2.6
9.00	3.5
9.25	4.2
9.50	4.9
9.75	5.6
10.00	6.4
10.25	7.1
10.50	7.7
10.75	8.3
11.00	9.0
11.25	9.5
11.50	10.0
11.75	10.5
12.00	10.4
12.25	7.6
12.50	10.3
12.75	10.6
13.00	9.8
13.25	9.6
13.50	7.5
13.75	9.8
14.00	9.6
14.25	9.0
14.50	8.4
14.75	7.7
15.00	7.1
15.25	6.3
15.50	5.6
15.75	4.9
16.00	4.2
16.25	3.6
16.50	2.9
16.75	2.4
17.00	1.9
17.25	1.4
17.50	1.0
17.75	0.7
18.00	0.5
18.25	0.3
18.50	0.2
18.75	0.1
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
