20210822
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.1
7.00	0.2
7.25	0.3
7.50	0.5
7.75	0.9
8.00	1.2
8.25	1.7
8.50	2.2
8.75	2.5
9.00	3.2
9.25	3.8
9.50	4.2
9.75	5.2
10.00	6.4
10.25	7.1
10.50	8.2
10.75	8.3
11.00	9.4
11.25	10.0
11.50	10.5
11.75	10.8
12.00	11.0
12.25	11.2
12.50	11.2
12.75	11.2
13.00	11.0
13.25	10.8
13.50	10.5
13.75	10.0
14.00	9.6
14.25	9.0
14.50	8.3
14.75	7.5
15.00	6.7
15.25	6.0
15.50	5.3
15.75	4.6
16.00	3.9
16.25	3.2
16.50	2.6
16.75	2.0
17.00	1.5
17.25	1.1
17.50	0.8
17.75	0.5
18.00	0.3
18.25	0.1
18.50	0.1
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
