Date,Wind Spd, Wind Dir
2021/07/28 0:00,1.0,,
2021/07/28 0:01,1.0,,
2021/07/28 0:02,1.0,,
2021/07/28 0:03,1.0,,
2021/07/28 0:04,1.0,,
2021/07/28 0:05,0.0,,
2021/07/28 0:06,0.0,,
2021/07/28 0:07,,,
2021/07/28 0:08,,,
2021/07/28 0:09,,,
2021/07/28 0:10,,,
2021/07/28 0:11,0.0,,
2021/07/28 0:12,0.0,,
2021/07/28 0:13,0.0,,
2021/07/28 0:14,1.0,,
2021/07/28 0:15,1.0,,
2021/07/28 0:16,1.0,,
2021/07/28 0:17,1.0,,
2021/07/28 0:18,1.0,,
2021/07/28 0:19,1.0,,
2021/07/28 0:20,2.0,,
2021/07/28 0:21,2.0,,
2021/07/28 0:22,3.0,,
2021/07/28 0:23,3.0,,
2021/07/28 0:24,3.0,,
2021/07/28 0:25,2.0,,
2021/07/28 0:26,1.0,,
2021/07/28 0:27,2.0,,
2021/07/28 0:28,3.0,,
2021/07/28 0:29,2.0,,
2021/07/28 0:30,2.0,,
2021/07/28 0:31,1.0,,
2021/07/28 0:32,1.0,,
2021/07/28 0:33,1.0,,
2021/07/28 0:34,1.0,,
2021/07/28 0:35,1.0,,
2021/07/28 0:36,1.0,,
2021/07/28 0:37,1.0,,
2021/07/28 0:38,1.0,,
2021/07/28 0:39,1.0,,
2021/07/28 0:40,1.0,,
2021/07/28 0:41,1.0,,
2021/07/28 0:42,1.0,,
2021/07/28 0:43,1.0,,
2021/07/28 0:44,2.0,,
2021/07/28 0:45,3.0,,
2021/07/28 0:46,3.0,,
2021/07/28 0:47,3.0,,
2021/07/28 0:48,3.0,,
2021/07/28 0:49,3.0,,
2021/07/28 0:50,3.0,,
2021/07/28 0:51,3.0,,
2021/07/28 0:52,3.0,,
2021/07/28 0:53,3.0,,
2021/07/28 0:54,3.0,,
2021/07/28 0:55,3.0,,
2021/07/28 0:56,3.0,,
2021/07/28 0:57,3.0,,
2021/07/28 0:58,3.0,,
2021/07/28 0:59,3.0,,
2021/07/28 1:00,3.0,,
2021/07/28 1:01,3.0,,
2021/07/28 1:02,3.0,,
2021/07/28 1:03,3.0,,
2021/07/28 1:04,3.0,,
2021/07/28 1:05,3.0,,
2021/07/28 1:06,3.0,,
2021/07/28 1:07,3.0,,
2021/07/28 1:08,3.0,,
2021/07/28 1:09,3.0,,
2021/07/28 1:10,3.0,,
2021/07/28 1:11,3.0,,
2021/07/28 1:12,2.0,,
2021/07/28 1:13,2.0,,
2021/07/28 1:14,2.0,,
2021/07/28 1:15,1.0,,
2021/07/28 1:16,2.0,,
2021/07/28 1:17,2.0,,
2021/07/28 1:18,3.0,,
2021/07/28 1:19,3.0,,
2021/07/28 1:20,3.0,,
2021/07/28 1:21,3.0,,
2021/07/28 1:22,4.0,,
2021/07/28 1:23,4.0,,
2021/07/28 1:24,5.0,,
2021/07/28 1:25,6.0,,
2021/07/28 1:26,6.0,,
2021/07/28 1:27,6.0,,
2021/07/28 1:28,6.0,,
2021/07/28 1:29,6.0,,
2021/07/28 1:30,8.0,,
2021/07/28 1:31,8.0,,
2021/07/28 1:32,9.0,,
2021/07/28 1:33,9.0,,
2021/07/28 1:34,8.0,,
2021/07/28 1:35,8.0,,
2021/07/28 1:36,6.0,,
2021/07/28 1:37,6.0,,
2021/07/28 1:38,7.0,,
2021/07/28 1:39,8.0,,
2021/07/28 1:40,8.0,,
2021/07/28 1:41,8.0,,
2021/07/28 1:42,8.0,,
2021/07/28 1:43,8.0,,
2021/07/28 1:44,7.0,,
2021/07/28 1:45,7.0,,
2021/07/28 1:46,8.0,,
2021/07/28 1:47,9.0,,
2021/07/28 1:48,9.0,,
2021/07/28 1:49,8.0,,
2021/07/28 1:50,7.0,,
2021/07/28 1:51,7.0,,
2021/07/28 1:52,7.0,,
2021/07/28 1:53,7.0,,
2021/07/28 1:54,8.0,,
2021/07/28 1:55,8.0,,
2021/07/28 1:56,7.0,,
2021/07/28 1:57,6.0,,
2021/07/28 1:58,6.0,,
2021/07/28 1:59,6.0,,
2021/07/28 2:00,6.0,,
2021/07/28 2:01,6.0,,
2021/07/28 2:02,6.0,,
2021/07/28 2:03,6.0,,
2021/07/28 2:04,5.0,,
2021/07/28 2:05,5.0,,
2021/07/28 2:06,5.0,,
2021/07/28 2:07,5.0,,
2021/07/28 2:08,5.0,,
2021/07/28 2:09,6.0,,
2021/07/28 2:10,6.0,,
2021/07/28 2:11,6.0,,
2021/07/28 2:12,6.0,,
2021/07/28 2:13,6.0,,
2021/07/28 2:14,6.0,,
2021/07/28 2:15,8.0,,
2021/07/28 2:16,8.0,,
2021/07/28 2:17,8.0,,
2021/07/28 2:18,8.0,,
2021/07/28 2:19,8.0,,
2021/07/28 2:20,8.0,,
2021/07/28 2:21,7.0,,
2021/07/28 2:22,6.0,,
2021/07/28 2:23,6.0,,
2021/07/28 2:24,6.0,,
2021/07/28 2:25,6.0,,
2021/07/28 2:26,6.0,,
2021/07/28 2:27,6.0,,
2021/07/28 2:28,6.0,,
2021/07/28 2:29,6.0,,
2021/07/28 2:30,6.0,,
2021/07/28 2:31,6.0,,
2021/07/28 2:32,6.0,,
2021/07/28 2:33,8.0,,
2021/07/28 2:34,8.0,,
2021/07/28 2:35,8.0,,
2021/07/28 2:36,8.0,,
2021/07/28 2:37,8.0,,
2021/07/28 2:38,8.0,,
2021/07/28 2:39,8.0,,
2021/07/28 2:40,9.0,,
2021/07/28 2:41,9.0,,
2021/07/28 2:42,9.0,,
2021/07/28 2:43,8.0,,
2021/07/28 2:44,7.0,,
2021/07/28 2:45,8.0,,
2021/07/28 2:46,7.0,,
2021/07/28 2:47,8.0,,
2021/07/28 2:48,8.0,,
2021/07/28 2:49,8.0,,
2021/07/28 2:50,6.0,,
2021/07/28 2:51,6.0,,
2021/07/28 2:52,5.0,,
2021/07/28 2:53,5.0,,
2021/07/28 2:54,5.0,,
2021/07/28 2:55,5.0,,
2021/07/28 2:56,5.0,,
2021/07/28 2:57,4.0,,
2021/07/28 2:58,4.0,,
2021/07/28 2:59,4.0,,
2021/07/28 3:00,4.0,,
2021/07/28 3:01,4.0,,
2021/07/28 3:02,4.0,,
2021/07/28 3:03,4.0,,
2021/07/28 3:04,3.0,,
2021/07/28 3:05,3.0,,
2021/07/28 3:06,3.0,,
2021/07/28 3:07,3.0,,
2021/07/28 3:08,3.0,,
2021/07/28 3:09,3.0,,
2021/07/28 3:10,4.0,,
2021/07/28 3:11,4.0,,
2021/07/28 3:12,5.0,,
2021/07/28 3:13,5.0,,
2021/07/28 3:14,6.0,,
2021/07/28 3:15,6.0,,
2021/07/28 3:16,6.0,,
2021/07/28 3:17,6.0,,
2021/07/28 3:18,6.0,,
2021/07/28 3:19,6.0,,
2021/07/28 3:20,6.0,,
2021/07/28 3:21,6.0,,
2021/07/28 3:22,6.0,,
2021/07/28 3:23,6.0,,
2021/07/28 3:24,6.0,,
2021/07/28 3:25,6.0,,
2021/07/28 3:26,6.0,,
2021/07/28 3:27,5.0,,
2021/07/28 3:28,6.0,,
2021/07/28 3:29,6.0,,
2021/07/28 3:30,6.0,,
2021/07/28 3:31,6.0,,
2021/07/28 3:32,5.0,,
2021/07/28 3:33,5.0,,
2021/07/28 3:34,4.0,,
2021/07/28 3:35,4.0,,
2021/07/28 3:36,4.0,,
2021/07/28 3:37,3.0,,
2021/07/28 3:38,3.0,,
2021/07/28 3:39,4.0,,
2021/07/28 3:40,3.0,,
2021/07/28 3:41,3.0,,
2021/07/28 3:42,4.0,,
2021/07/28 3:43,4.0,,
2021/07/28 3:44,5.0,,
2021/07/28 3:45,5.0,,
2021/07/28 3:46,6.0,,
2021/07/28 3:47,6.0,,
2021/07/28 3:48,6.0,,
2021/07/28 3:49,6.0,,
2021/07/28 3:50,5.0,,
2021/07/28 3:51,5.0,,
2021/07/28 3:52,5.0,,
2021/07/28 3:53,4.0,,
2021/07/28 3:54,4.0,,
2021/07/28 3:55,4.0,,
2021/07/28 3:56,4.0,,
2021/07/28 3:57,4.0,,
2021/07/28 3:58,4.0,,
2021/07/28 3:59,3.0,,
2021/07/28 4:00,4.0,,
2021/07/28 4:01,4.0,,
2021/07/28 4:02,4.0,,
2021/07/28 4:03,5.0,,
2021/07/28 4:04,4.0,,
2021/07/28 4:05,4.0,,
2021/07/28 4:06,5.0,,
2021/07/28 4:07,4.0,,
2021/07/28 4:08,4.0,,
2021/07/28 4:09,4.0,,
2021/07/28 4:10,4.0,,
2021/07/28 4:11,4.0,,
2021/07/28 4:12,4.0,,
2021/07/28 4:13,4.0,,
2021/07/28 4:14,4.0,,
2021/07/28 4:15,4.0,,
2021/07/28 4:16,4.0,,
2021/07/28 4:17,4.0,,
2021/07/28 4:18,5.0,,
2021/07/28 4:19,5.0,,
2021/07/28 4:20,5.0,,
2021/07/28 4:21,5.0,,
2021/07/28 4:22,5.0,,
2021/07/28 4:23,5.0,,
2021/07/28 4:24,5.0,,
2021/07/28 4:25,6.0,,
2021/07/28 4:26,6.0,,
2021/07/28 4:27,6.0,,
2021/07/28 4:28,6.0,,
2021/07/28 4:29,7.0,,
2021/07/28 4:30,8.0,,
2021/07/28 4:31,8.0,,
2021/07/28 4:32,9.0,,
2021/07/28 4:33,8.0,,
2021/07/28 4:34,9.0,,
2021/07/28 4:35,8.0,,
2021/07/28 4:36,8.0,,
2021/07/28 4:37,8.0,,
2021/07/28 4:38,8.0,,
2021/07/28 4:39,8.0,,
2021/07/28 4:40,6.0,,
2021/07/28 4:41,6.0,,
2021/07/28 4:42,6.0,,
2021/07/28 4:43,5.0,,
2021/07/28 4:44,5.0,,
2021/07/28 4:45,5.0,,
2021/07/28 4:46,5.0,,
2021/07/28 4:47,4.0,,
2021/07/28 4:48,4.0,,
2021/07/28 4:49,4.0,,
2021/07/28 4:50,5.0,,
2021/07/28 4:51,5.0,,
2021/07/28 4:52,4.0,,
2021/07/28 4:53,4.0,,
2021/07/28 4:54,4.0,,
2021/07/28 4:55,5.0,,
2021/07/28 4:56,5.0,,
2021/07/28 4:57,6.0,,
2021/07/28 4:58,6.0,,
2021/07/28 4:59,6.0,,
2021/07/28 5:00,6.0,,
2021/07/28 5:01,6.0,,
