20210802
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.1
7.00	0.2
7.25	0.4
7.50	0.6
7.75	0.8
8.00	1.1
8.25	1.2
8.50	1.5
8.75	1.6
9.00	1.6
9.25	1.9
9.50	1.5
9.75	2.1
10.00	3.5
10.25	4.7
10.50	4.1
10.75	4.8
11.00	5.1
11.25	5.0
11.50	7.8
11.75	5.4
12.00	5.1
12.25	5.4
12.50	8.5
12.75	11.5
13.00	11.7
13.25	11.1
13.50	9.1
13.75	9.7
14.00	9.1
14.25	8.5
14.50	8.1
14.75	7.5
15.00	6.9
15.25	6.2
15.50	5.3
15.75	4.0
16.00	1.7
16.25	2.1
16.50	2.0
16.75	1.8
17.00	1.5
17.25	1.1
17.50	0.7
17.75	0.5
18.00	0.4
18.25	0.2
18.50	0.1
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
