20210826
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.1
7.00	0.2
7.25	0.4
7.50	0.6
7.75	0.9
8.00	1.0
8.25	1.2
8.50	1.3
8.75	2.1
9.00	3.2
9.25	3.1
9.50	4.6
9.75	5.9
10.00	6.8
10.25	6.5
10.50	7.5
10.75	8.2
11.00	8.7
11.25	10.0
11.50	8.3
11.75	8.3
12.00	8.9
12.25	6.5
12.50	8.4
12.75	9.3
13.00	4.8
13.25	8.3
13.50	4.4
13.75	10.2
14.00	9.7
14.25	9.1
14.50	7.8
14.75	7.7
15.00	4.9
15.25	6.0
15.50	5.2
15.75	4.6
16.00	3.7
16.25	3.1
16.50	2.4
16.75	1.9
17.00	1.5
17.25	1.0
17.50	0.7
17.75	0.4
18.00	0.2
18.25	0.1
18.50	0.0
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
