20210820
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.1
7.00	0.2
7.25	0.4
7.50	0.6
7.75	0.8
8.00	1.2
8.25	1.6
8.50	1.9
8.75	2.6
9.00	3.2
9.25	4.2
9.50	4.9
9.75	5.8
10.00	6.3
10.25	7.2
10.50	8.0
10.75	8.7
11.00	9.3
11.25	9.9
11.50	10.4
11.75	10.8
12.00	11.1
12.25	11.3
12.50	11.3
12.75	11.3
13.00	10.9
13.25	10.8
13.50	10.5
13.75	10.0
14.00	9.6
14.25	9.0
14.50	8.4
14.75	7.8
15.00	6.9
15.25	5.5
15.50	5.3
15.75	4.6
16.00	3.8
16.25	3.2
16.50	2.6
16.75	2.0
17.00	1.5
17.25	1.1
17.50	0.7
17.75	0.4
18.00	0.3
18.25	0.1
18.50	0.1
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
