2021-07-21 00:00,----,1.28
2021-07-21 00:01,----,1.28
2021-07-21 00:02,----,1.28
2021-07-21 00:03,----,1.28
2021-07-21 00:04,----,1.29
2021-07-21 00:05,----,1.29
2021-07-21 00:06,----,1.29
2021-07-21 00:07,----,1.29
2021-07-21 00:08,----,1.30
2021-07-21 00:09,----,1.30
2021-07-21 00:10,----,1.30
2021-07-21 00:11,----,1.30
2021-07-21 00:12,----,1.31
2021-07-21 00:13,----,1.31
2021-07-21 00:14,----,1.31
2021-07-21 00:15,----,1.31
2021-07-21 00:16,----,1.32
2021-07-21 00:17,----,1.32
2021-07-21 00:18,----,1.32
2021-07-21 00:19,----,1.33
2021-07-21 00:20,----,1.33
2021-07-21 00:21,----,1.33
2021-07-21 00:22,----,1.33
2021-07-21 00:23,----,1.34
2021-07-21 00:24,----,1.34
2021-07-21 00:25,----,1.34
2021-07-21 00:26,----,1.35
2021-07-21 00:27,----,1.35
2021-07-21 00:28,----,1.35
2021-07-21 00:29,----,1.36
2021-07-21 00:30,----,1.36
2021-07-21 00:31,----,1.36
2021-07-21 00:32,----,1.37
2021-07-21 00:33,----,1.37
2021-07-21 00:34,----,1.37
2021-07-21 00:35,----,1.38
2021-07-21 00:36,----,1.38
2021-07-21 00:37,----,1.38
2021-07-21 00:38,----,1.39
2021-07-21 00:39,----,1.39
2021-07-21 00:40,----,1.39
2021-07-21 00:41,----,1.40
2021-07-21 00:42,----,1.40
2021-07-21 00:43,----,1.40
2021-07-21 00:44,----,1.41
2021-07-21 00:45,----,1.41
2021-07-21 00:46,----,1.41
2021-07-21 00:47,----,1.42
2021-07-21 00:48,----,1.42
2021-07-21 00:49,----,1.43
2021-07-21 00:50,----,1.43
2021-07-21 00:51,----,1.43
2021-07-21 00:52,----,1.44
2021-07-21 00:53,----,1.44
2021-07-21 00:54,----,1.44
2021-07-21 00:55,----,1.45
2021-07-21 00:56,----,1.45
2021-07-21 00:57,----,1.46
2021-07-21 00:58,----,1.46
2021-07-21 00:59,----,1.46
2021-07-21 01:00,----,1.47
2021-07-21 01:01,----,1.47
2021-07-21 01:02,----,1.47
2021-07-21 01:03,----,1.48
2021-07-21 01:04,----,1.48
2021-07-21 01:05,----,1.49
2021-07-21 01:06,----,1.49
2021-07-21 01:07,----,1.49
2021-07-21 01:08,----,1.50
2021-07-21 01:09,----,1.50
2021-07-21 01:10,----,1.51
2021-07-21 01:11,----,1.51
2021-07-21 01:12,----,1.51
2021-07-21 01:13,----,1.52
2021-07-21 01:14,----,1.52
2021-07-21 01:15,----,1.53
2021-07-21 01:16,----,1.53
2021-07-21 01:17,----,1.53
2021-07-21 01:18,----,1.54
2021-07-21 01:19,----,1.54
2021-07-21 01:20,----,1.55
2021-07-21 01:21,----,1.55
2021-07-21 01:22,----,1.56
2021-07-21 01:23,----,1.56
