Date,Wind Spd, Wind Dir
2021/07/21 0:00,8.0,,
2021/07/21 0:01,7.0,,
2021/07/21 0:02,6.0,,
2021/07/21 0:03,6.0,,
2021/07/21 0:04,6.0,,
2021/07/21 0:05,6.0,,
2021/07/21 0:06,5.0,,
2021/07/21 0:07,5.0,,
2021/07/21 0:08,5.0,,
2021/07/21 0:09,6.0,,
2021/07/21 0:10,6.0,,
2021/07/21 0:11,6.0,,
2021/07/21 0:12,6.0,,
2021/07/21 0:13,6.0,,
2021/07/21 0:14,6.0,,
2021/07/21 0:15,6.0,,
2021/07/21 0:16,6.0,,
2021/07/21 0:17,8.0,,
2021/07/21 0:18,8.0,,
2021/07/21 0:19,9.0,,
2021/07/21 0:20,9.0,,
2021/07/21 0:21,9.0,,
2021/07/21 0:22,9.0,,
2021/07/21 0:23,9.0,,
2021/07/21 0:24,9.0,,
2021/07/21 0:25,9.0,,
2021/07/21 0:26,9.0,,
2021/07/21 0:27,8.0,,
2021/07/21 0:28,7.0,,
2021/07/21 0:29,6.0,,
2021/07/21 0:30,6.0,,
2021/07/21 0:31,6.0,,
2021/07/21 0:32,6.0,,
2021/07/21 0:33,8.0,,
2021/07/21 0:34,8.0,,
2021/07/21 0:35,8.0,,
2021/07/21 0:36,8.0,,
2021/07/21 0:37,8.0,,
2021/07/21 0:38,8.0,,
2021/07/21 0:39,9.0,,
2021/07/21 0:40,9.0,,
2021/07/21 0:41,8.0,,
2021/07/21 0:42,8.0,,
2021/07/21 0:43,7.0,,
2021/07/21 0:44,7.0,,
2021/07/21 0:45,8.0,,
2021/07/21 0:46,8.0,,
2021/07/21 0:47,8.0,,
2021/07/21 0:48,7.0,,
2021/07/21 0:49,8.0,,
2021/07/21 0:50,8.0,,
2021/07/21 0:51,9.0,,
2021/07/21 0:52,9.0,,
2021/07/21 0:53,9.0,,
2021/07/21 0:54,9.0,,
2021/07/21 0:55,9.0,,
2021/07/21 0:56,9.0,,
2021/07/21 0:57,9.0,,
2021/07/21 0:58,8.0,,
2021/07/21 0:59,7.0,,
2021/07/21 1:00,6.0,,
2021/07/21 1:01,5.0,,
2021/07/21 1:02,5.0,,
2021/07/21 1:03,5.0,,
2021/07/21 1:04,5.0,,
2021/07/21 1:05,4.0,,
2021/07/21 1:06,4.0,,
2021/07/21 1:07,4.0,,
2021/07/21 1:08,5.0,,
2021/07/21 1:09,6.0,,
2021/07/21 1:10,6.0,,
2021/07/21 1:11,6.0,,
2021/07/21 1:12,6.0,,
2021/07/21 1:13,6.0,,
2021/07/21 1:14,6.0,,
2021/07/21 1:15,7.0,,
2021/07/21 1:16,7.0,,
2021/07/21 1:17,6.0,,
2021/07/21 1:18,6.0,,
2021/07/21 1:19,6.0,,
2021/07/21 1:20,6.0,,
2021/07/21 1:21,6.0,,
2021/07/21 1:22,6.0,,
2021/07/21 1:23,6.0,,
2021/07/21 1:24,6.0,,
2021/07/21 1:25,6.0,,
2021/07/21 1:26,6.0,,
2021/07/21 1:27,6.0,,
2021/07/21 1:28,8.0,,
2021/07/21 1:29,8.0,,
2021/07/21 1:30,8.0,,
2021/07/21 1:31,8.0,,
2021/07/21 1:32,7.0,,
2021/07/21 1:33,6.0,,
2021/07/21 1:34,6.0,,
2021/07/21 1:35,7.0,,
2021/07/21 1:36,8.0,,
2021/07/21 1:37,8.0,,
2021/07/21 1:38,7.0,,
2021/07/21 1:39,8.0,,
2021/07/21 1:40,9.0,,
2021/07/21 1:41,9.0,,
2021/07/21 1:42,10.0,,
2021/07/21 1:43,10.0,,
2021/07/21 1:44,10.0,,
2021/07/21 1:45,9.0,,
2021/07/21 1:46,9.0,,
2021/07/21 1:47,8.0,,
2021/07/21 1:48,8.0,,
2021/07/21 1:49,7.0,,
2021/07/21 1:50,6.0,,
2021/07/21 1:51,5.0,,
2021/07/21 1:52,4.0,,
2021/07/21 1:53,4.0,,
2021/07/21 1:54,4.0,,
2021/07/21 1:55,4.0,,
2021/07/21 1:56,3.0,,
2021/07/21 1:57,3.0,,
2021/07/21 1:58,3.0,,
2021/07/21 1:59,4.0,,
2021/07/21 2:00,5.0,,
2021/07/21 2:01,5.0,,
2021/07/21 2:02,6.0,,
2021/07/21 2:03,6.0,,
2021/07/21 2:04,6.0,,
2021/07/21 2:05,7.0,,
2021/07/21 2:06,7.0,,
2021/07/21 2:07,6.0,,
2021/07/21 2:08,6.0,,
2021/07/21 2:09,6.0,,
2021/07/21 2:10,6.0,,
2021/07/21 2:11,6.0,,
2021/07/21 2:12,5.0,,
2021/07/21 2:13,5.0,,
2021/07/21 2:14,5.0,,
2021/07/21 2:15,5.0,,
2021/07/21 2:16,5.0,,
2021/07/21 2:17,5.0,,
2021/07/21 2:18,6.0,,
2021/07/21 2:19,6.0,,
2021/07/21 2:20,6.0,,
2021/07/21 2:21,7.0,,
2021/07/21 2:22,8.0,,
2021/07/21 2:23,7.0,,
2021/07/21 2:24,6.0,,
2021/07/21 2:25,6.0,,
2021/07/21 2:26,6.0,,
2021/07/21 2:27,6.0,,
2021/07/21 2:28,6.0,,
2021/07/21 2:29,5.0,,
2021/07/21 2:30,4.0,,
2021/07/21 2:31,3.0,,
2021/07/21 2:32,1.0,,
2021/07/21 2:33,1.0,,
2021/07/21 2:34,1.0,,
2021/07/21 2:35,1.0,,
2021/07/21 2:36,1.0,,
2021/07/21 2:37,1.0,,
2021/07/21 2:38,1.0,,
2021/07/21 2:39,1.0,,
2021/07/21 2:40,2.0,,
2021/07/21 2:41,3.0,,
2021/07/21 2:42,3.0,,
2021/07/21 2:43,3.0,,
2021/07/21 2:44,3.0,,
2021/07/21 2:45,2.0,,
2021/07/21 2:46,2.0,,
2021/07/21 2:47,1.0,,
2021/07/21 2:48,1.0,,
2021/07/21 2:49,1.0,,
2021/07/21 2:50,1.0,,
2021/07/21 2:51,0.0,,
2021/07/21 2:52,0.0,,
2021/07/21 2:53,0.0,,
2021/07/21 2:54,0.0,,
2021/07/21 2:55,1.0,,
2021/07/21 2:56,1.0,,
2021/07/21 2:57,1.0,,
2021/07/21 2:58,2.0,,
2021/07/21 2:59,2.0,,
2021/07/21 3:00,3.0,,
2021/07/21 3:01,3.0,,
2021/07/21 3:02,3.0,,
2021/07/21 3:03,3.0,,
2021/07/21 3:04,3.0,,
2021/07/21 3:05,3.0,,
2021/07/21 3:06,2.0,,
2021/07/21 3:07,1.0,,
2021/07/21 3:08,1.0,,
2021/07/21 3:09,1.0,,
2021/07/21 3:10,1.0,,
2021/07/21 3:11,1.0,,
2021/07/21 3:12,0.0,,
2021/07/21 3:13,0.0,,
2021/07/21 3:14,0.0,,
2021/07/21 3:15,1.0,,
2021/07/21 3:16,1.0,,
2021/07/21 3:17,1.0,,
2021/07/21 3:18,3.0,,
2021/07/21 3:19,4.0,,
2021/07/21 3:20,5.0,,
2021/07/21 3:21,6.0,,
2021/07/21 3:22,6.0,,
2021/07/21 3:23,8.0,,
2021/07/21 3:24,8.0,,
2021/07/21 3:25,8.0,,
2021/07/21 3:26,8.0,,
2021/07/21 3:27,9.0,,
2021/07/21 3:28,8.0,,
2021/07/21 3:29,7.0,,
2021/07/21 3:30,6.0,,
2021/07/21 3:31,6.0,,
2021/07/21 3:32,6.0,,
2021/07/21 3:33,6.0,,
2021/07/21 3:34,5.0,,
2021/07/21 3:35,5.0,,
2021/07/21 3:36,6.0,,
2021/07/21 3:37,5.0,,
2021/07/21 3:38,5.0,,
2021/07/21 3:39,5.0,,
2021/07/21 3:40,5.0,,
2021/07/21 3:41,5.0,,
2021/07/21 3:42,4.0,,
2021/07/21 3:43,4.0,,
2021/07/21 3:44,3.0,,
2021/07/21 3:45,3.0,,
2021/07/21 3:46,1.0,,
2021/07/21 3:47,1.0,,
2021/07/21 3:48,1.0,,
2021/07/21 3:49,1.0,,
2021/07/21 3:50,1.0,,
2021/07/21 3:51,1.0,,
2021/07/21 3:52,1.0,,
2021/07/21 3:53,1.0,,
2021/07/21 3:54,1.0,,
2021/07/21 3:55,1.0,,
2021/07/21 3:56,1.0,,
2021/07/21 3:57,1.0,,
2021/07/21 3:58,1.0,,
2021/07/21 3:59,2.0,,
