2021-08-17 00:00,----,1.84
2021-08-17 00:01,----,1.84
2021-08-17 00:02,----,1.84
2021-08-17 00:03,----,1.85
2021-08-17 00:04,----,1.85
2021-08-17 00:05,----,1.85
2021-08-17 00:06,----,1.85
2021-08-17 00:07,----,1.86
2021-08-17 00:08,----,1.86
2021-08-17 00:09,----,1.86
2021-08-17 00:10,----,1.86
2021-08-17 00:11,----,1.87
2021-08-17 00:12,----,1.87
2021-08-17 00:13,----,1.87
2021-08-17 00:14,----,1.88
2021-08-17 00:15,----,1.88
2021-08-17 00:16,----,1.88
2021-08-17 00:17,----,1.88
2021-08-17 00:18,----,1.89
2021-08-17 00:19,----,1.89
2021-08-17 00:20,----,1.89
2021-08-17 00:21,----,1.89
2021-08-17 00:22,----,1.90
2021-08-17 00:23,----,1.90
2021-08-17 00:24,----,1.90
2021-08-17 00:25,----,1.90
2021-08-17 00:26,----,1.91
2021-08-17 00:27,----,1.91
2021-08-17 00:28,----,1.91
2021-08-17 00:29,----,1.91
2021-08-17 00:30,----,1.92
2021-08-17 00:31,----,1.92
2021-08-17 00:32,----,1.92
2021-08-17 00:33,----,1.92
2021-08-17 00:34,----,1.92
2021-08-17 00:35,----,1.93
2021-08-17 00:36,----,1.93
2021-08-17 00:37,----,1.93
2021-08-17 00:38,----,1.93
2021-08-17 00:39,----,1.94
2021-08-17 00:40,----,1.94
2021-08-17 00:41,----,1.94
2021-08-17 00:42,----,1.94
2021-08-17 00:43,----,1.94
2021-08-17 00:44,----,1.95
2021-08-17 00:45,----,1.95
2021-08-17 00:46,----,1.95
2021-08-17 00:47,----,1.95
2021-08-17 00:48,----,1.95
2021-08-17 00:49,----,1.96
2021-08-17 00:50,----,1.96
2021-08-17 00:51,----,1.96
2021-08-17 00:52,----,1.96
2021-08-17 00:53,----,1.96
2021-08-17 00:54,----,1.97
2021-08-17 00:55,----,1.97
2021-08-17 00:56,----,1.97
2021-08-17 00:57,----,1.97
2021-08-17 00:58,----,1.97
2021-08-17 00:59,----,1.98
2021-08-17 01:00,----,1.98
2021-08-17 01:01,----,1.98
2021-08-17 01:02,----,1.98
2021-08-17 01:03,----,1.98
2021-08-17 01:04,----,1.99
2021-08-17 01:05,----,1.99
2021-08-17 01:06,----,1.99
2021-08-17 01:07,----,1.99
2021-08-17 01:08,----,1.99
2021-08-17 01:09,----,1.99
2021-08-17 01:10,----,2.00
2021-08-17 01:11,----,2.00
2021-08-17 01:12,----,2.00
2021-08-17 01:13,----,2.00
2021-08-17 01:14,----,2.00
2021-08-17 01:15,----,2.00
2021-08-17 01:16,----,2.00
2021-08-17 01:17,----,2.01
2021-08-17 01:18,----,2.01
2021-08-17 01:19,----,2.01
2021-08-17 01:20,----,2.01
2021-08-17 01:21,----,2.01
2021-08-17 01:22,----,2.01
2021-08-17 01:23,----,2.01
2021-08-17 01:24,----,2.02
2021-08-17 01:25,----,2.02
2021-08-17 01:26,----,2.02
2021-08-17 01:27,----,2.02
2021-08-17 01:28,----,2.02
2021-08-17 01:29,----,2.02
2021-08-17 01:30,----,2.02
2021-08-17 01:31,----,2.02
2021-08-17 01:32,----,2.03
2021-08-17 01:33,----,2.03
2021-08-17 01:34,----,2.03
2021-08-17 01:35,----,2.03
2021-08-17 01:36,----,2.03
2021-08-17 01:37,----,2.03
2021-08-17 01:38,----,2.03
2021-08-17 01:39,----,2.03
2021-08-17 01:40,----,2.04
2021-08-17 01:41,----,2.04
2021-08-17 01:42,----,2.04
2021-08-17 01:43,----,2.04
2021-08-17 01:44,----,2.04
2021-08-17 01:45,----,2.04
2021-08-17 01:46,----,2.04
2021-08-17 01:47,----,2.04
2021-08-17 01:48,----,2.04
2021-08-17 01:49,----,2.05
2021-08-17 01:50,----,2.05
2021-08-17 01:51,----,2.05
2021-08-17 01:52,----,2.05
2021-08-17 01:53,----,2.05
2021-08-17 01:54,----,2.05
2021-08-17 01:55,----,2.05
2021-08-17 01:56,----,2.05
2021-08-17 01:57,----,2.06
2021-08-17 01:58,----,2.06
2021-08-17 01:59,----,2.06
2021-08-17 02:00,----,2.06
2021-08-17 02:01,----,2.06
2021-08-17 02:02,----,2.06
2021-08-17 02:03,----,2.06
2021-08-17 02:04,----,2.06
2021-08-17 02:05,----,2.07
2021-08-17 02:06,----,2.07
2021-08-17 02:07,----,2.07
2021-08-17 02:08,----,2.07
2021-08-17 02:09,----,2.07
2021-08-17 02:10,----,2.07
2021-08-17 02:11,----,2.07
2021-08-17 02:12,----,2.07
2021-08-17 02:13,----,2.08
2021-08-17 02:14,----,2.08
2021-08-17 02:15,----,2.08
2021-08-17 02:16,----,2.08
2021-08-17 02:17,----,2.08
2021-08-17 02:18,----,2.08
2021-08-17 02:19,----,2.08
2021-08-17 02:20,----,2.08
2021-08-17 02:21,----,2.09
2021-08-17 02:22,----,2.09
2021-08-17 02:23,----,2.09
2021-08-17 02:24,----,2.09
2021-08-17 02:25,----,2.09
2021-08-17 02:26,----,2.09
2021-08-17 02:27,----,2.09
2021-08-17 02:28,----,2.09
2021-08-17 02:29,----,2.10
2021-08-17 02:30,----,2.10
2021-08-17 02:31,----,2.10
2021-08-17 02:32,----,2.10
2021-08-17 02:33,----,2.10
2021-08-17 02:34,----,2.10
2021-08-17 02:35,----,2.10
2021-08-17 02:36,----,2.10
2021-08-17 02:37,----,2.10
2021-08-17 02:38,----,2.11
2021-08-17 02:39,----,2.11
2021-08-17 02:40,----,2.11
2021-08-17 02:41,----,2.11
2021-08-17 02:42,----,2.11
2021-08-17 02:43,----,2.11
2021-08-17 02:44,----,2.11
2021-08-17 02:45,----,2.11
2021-08-17 02:46,----,2.11
2021-08-17 02:47,----,2.12
2021-08-17 02:48,----,2.12
2021-08-17 02:49,----,2.12
2021-08-17 02:50,----,2.12
2021-08-17 02:51,----,2.12
2021-08-17 02:52,----,2.12
2021-08-17 02:53,----,2.12
2021-08-17 02:54,----,2.12
2021-08-17 02:55,----,2.12
2021-08-17 02:56,----,2.13
2021-08-17 02:57,----,2.13
2021-08-17 02:58,----,2.13
2021-08-17 02:59,----,2.13
2021-08-17 03:00,----,2.13
2021-08-17 03:01,----,2.13
2021-08-17 03:02,----,2.13
2021-08-17 03:03,----,2.13
2021-08-17 03:04,----,2.13
2021-08-17 03:05,----,2.13
2021-08-17 03:06,----,2.13
2021-08-17 03:07,----,2.14
2021-08-17 03:08,----,2.14
2021-08-17 03:09,----,2.14
2021-08-17 03:10,----,2.14
2021-08-17 03:11,----,2.14
2021-08-17 03:12,----,2.14
2021-08-17 03:13,----,2.14
2021-08-17 03:14,----,2.14
2021-08-17 03:15,----,2.14
2021-08-17 03:16,----,2.14
2021-08-17 03:17,----,2.14
2021-08-17 03:18,----,2.14
2021-08-17 03:19,----,2.15
2021-08-17 03:20,----,2.15
2021-08-17 03:21,----,2.15
2021-08-17 03:22,----,2.15
2021-08-17 03:23,----,2.15
2021-08-17 03:24,----,2.15
2021-08-17 03:25,----,2.15
2021-08-17 03:26,----,2.15
2021-08-17 03:27,----,2.15
2021-08-17 03:28,----,2.15
2021-08-17 03:29,----,2.15
2021-08-17 03:30,----,2.15
2021-08-17 03:31,----,2.15
2021-08-17 03:32,----,2.16
2021-08-17 03:33,----,2.16
2021-08-17 03:34,----,2.16
2021-08-17 03:35,----,2.16
2021-08-17 03:36,----,2.16
2021-08-17 03:37,----,2.16
2021-08-17 03:38,----,2.16
2021-08-17 03:39,----,2.16
2021-08-17 03:40,----,2.16
2021-08-17 03:41,----,2.16
2021-08-17 03:42,----,2.16
2021-08-17 03:43,----,2.16
2021-08-17 03:44,----,2.16
2021-08-17 03:45,----,2.16
2021-08-17 03:46,----,2.16
2021-08-17 03:47,----,2.16
2021-08-17 03:48,----,2.16
2021-08-17 03:49,----,2.17
2021-08-17 03:50,----,2.17
2021-08-17 03:51,----,2.17
2021-08-17 03:52,----,2.17
2021-08-17 03:53,----,2.17
2021-08-17 03:54,----,2.17
2021-08-17 03:55,----,2.17
2021-08-17 03:56,----,2.17
2021-08-17 03:57,----,2.17
2021-08-17 03:58,----,2.17
2021-08-17 03:59,----,2.17
2021-08-17 04:00,----,2.17
2021-08-17 04:01,----,2.17
2021-08-17 04:02,----,2.17
2021-08-17 04:03,----,2.17
2021-08-17 04:04,----,2.18
2021-08-17 04:05,----,2.18
2021-08-17 04:06,----,2.17
2021-08-17 04:07,----,2.17
2021-08-17 04:08,----,2.17
2021-08-17 04:09,----,2.17
2021-08-17 04:10,----,2.17
2021-08-17 04:11,----,2.17
2021-08-17 04:12,----,2.17
2021-08-17 04:13,----,2.17
2021-08-17 04:14,----,2.17
2021-08-17 04:15,----,2.17
2021-08-17 04:16,----,2.17
2021-08-17 04:17,----,2.17
2021-08-17 04:18,----,2.16
2021-08-17 04:19,----,2.16
2021-08-17 04:20,----,2.16
2021-08-17 04:21,----,2.16
2021-08-17 04:22,----,2.16
2021-08-17 04:23,----,2.16
2021-08-17 04:24,----,2.16
2021-08-17 04:25,----,2.16
2021-08-17 04:26,----,2.16
2021-08-17 04:27,----,2.16
2021-08-17 04:28,----,2.16
2021-08-17 04:29,----,2.16
2021-08-17 04:30,----,2.16
2021-08-17 04:31,----,2.16
