Date,Wind Spd, Wind Dir
2021/08/17 0:00,4.0,226
2021/08/17 0:01,4.0,228
2021/08/17 0:02,4.0,229
2021/08/17 0:03,4.0,230
2021/08/17 0:04,4.0,232
2021/08/17 0:05,4.0,234
2021/08/17 0:06,4.0,235
2021/08/17 0:07,4.0,237
2021/08/17 0:08,4.0,239
2021/08/17 0:09,4.0,241
2021/08/17 0:10,4.0,241
2021/08/17 0:11,3.0,240
2021/08/17 0:12,3.0,240
2021/08/17 0:13,3.0,242
2021/08/17 0:14,3.0,243
2021/08/17 0:15,3.0,245
2021/08/17 0:16,3.0,248
2021/08/17 0:17,2.0,253
2021/08/17 0:18,2.0,256
2021/08/17 0:19,2.0,260
2021/08/17 0:20,2.0,263
2021/08/17 0:21,1.0,266
2021/08/17 0:22,1.0,269
2021/08/17 0:23,1.0,271
2021/08/17 0:24,1.0,273
2021/08/17 0:25,1.0,9999
2021/08/17 0:26,,,
2021/08/17 0:27,1.0,9999
2021/08/17 0:28,1.0,9999
2021/08/17 0:29,0.0,0
2021/08/17 0:30,0.0,0
2021/08/17 0:31,0.0,0
2021/08/17 0:32,0.0,0
2021/08/17 0:33,0.0,0
2021/08/17 0:34,0.0,0
2021/08/17 0:35,0.0,0
2021/08/17 0:36,,,
2021/08/17 0:37,0.0,0
2021/08/17 0:38,0.0,0
2021/08/17 0:39,0.0,0
2021/08/17 0:40,0.0,0
2021/08/17 0:41,,,
2021/08/17 0:42,0.0,0
2021/08/17 0:43,,,
2021/08/17 0:44,0.0,0
2021/08/17 0:45,0.0,0
2021/08/17 0:46,,,
2021/08/17 0:47,1.0,226
2021/08/17 0:48,1.0,226
2021/08/17 0:49,1.0,226
2021/08/17 0:50,1.0,9999
2021/08/17 0:51,1.0,9999
2021/08/17 0:52,,,
2021/08/17 0:53,0.0,0
2021/08/17 0:54,0.0,0
2021/08/17 0:55,,,
2021/08/17 0:56,,,
2021/08/17 0:57,0.0,0
2021/08/17 0:58,0.0,0
2021/08/17 0:59,0.0,0
2021/08/17 1:00,0.0,0
2021/08/17 1:01,,,
2021/08/17 1:02,,,
2021/08/17 1:03,0.0,0
2021/08/17 1:04,0.0,0
2021/08/17 1:05,0.0,0
2021/08/17 1:06,,,
2021/08/17 1:07,,,
2021/08/17 1:08,1.0,6
2021/08/17 1:09,1.0,9999
2021/08/17 1:10,0.0,0
2021/08/17 1:11,,,
2021/08/17 1:12,,,
2021/08/17 1:13,0.0,0
2021/08/17 1:14,0.0,0
2021/08/17 1:15,,,
2021/08/17 1:16,,,
2021/08/17 1:17,,,
2021/08/17 1:18,0.0,0
2021/08/17 1:19,0.0,0
2021/08/17 1:20,0.0,0
2021/08/17 1:21,0.0,0
2021/08/17 1:22,0.0,0
2021/08/17 1:23,,,
2021/08/17 1:24,0.0,0
2021/08/17 1:25,0.0,0
2021/08/17 1:26,,,
2021/08/17 1:27,,,
2021/08/17 1:28,0.0,0
2021/08/17 1:29,0.0,0
2021/08/17 1:30,0.0,0
2021/08/17 1:31,0.0,0
2021/08/17 1:32,0.0,0
