2021/07/04,5:00,0.0
2021/07/04,5:15,0.0
2021/07/04,5:30,0.0
2021/07/04,5:45,0.0
2021/07/04,6:00,0.7
2021/07/04,6:15,1.8
2021/07/04,6:30,3.5
2021/07/04,6:45,5.8
2021/07/04,7:00,8.2
2021/07/04,7:15,10.9
2021/07/04,7:30,13.9
2021/07/04,7:45,16.1
2021/07/04,8:00,21.5
2021/07/04,8:15,26.2
2021/07/04,8:30,30.3
2021/07/04,8:45,31.3
2021/07/04,9:00,28.0
2021/07/04,9:15,30.3
2021/07/04,9:30,30.0
2021/07/04,9:45,29.7
2021/07/04,10:00,25.9
2021/07/04,10:15,36.3
2021/07/04,10:30,52.0
2021/07/04,10:45,35.5
2021/07/04,11:00,22.5
2021/07/04,11:15,26.5
2021/07/04,11:30,25.5
2021/07/04,11:45,32.9
2021/07/04,12:00,43.3
2021/07/04,12:15,36.4
2021/07/04,12:30,61.6
2021/07/04,12:45,49.6
2021/07/04,13:00,54.5
2021/07/04,13:15,56.8
2021/07/04,13:30,47.1
2021/07/04,13:45,49.8
2021/07/04,14:00,32.7
2021/07/04,14:15,39.0
2021/07/04,14:30,38.5
2021/07/04,14:45,31.1
2021/07/04,15:00,22.1
2021/07/04,15:15,39.5
2021/07/04,15:30,34.3
2021/07/04,15:45,35.7
2021/07/04,16:00,34.5
2021/07/04,16:15,23.9
2021/07/04,16:30,26.7
2021/07/04,16:45,16.6
2021/07/04,17:00,12.3
2021/07/04,17:15,12.8
2021/07/04,17:30,12.0
2021/07/04,17:45,11.6
2021/07/04,18:00,9.9
2021/07/04,18:15,7.6
2021/07/04,18:30,5.1
2021/07/04,18:45,2.9
2021/07/04,19:00,1.5
2021/07/04,19:15,0.5
2021/07/04,19:30,0.0
2021/07/04,19:45,0.0
2021/07/04,20:00,0.0
