2021-07-12 00:00,----,1.46
2021-07-12 00:01,----,1.46
2021-07-12 00:02,----,1.46
2021-07-12 00:03,----,1.46
2021-07-12 00:04,----,1.46
2021-07-12 00:05,----,1.47
2021-07-12 00:06,----,1.47
2021-07-12 00:07,----,1.47
2021-07-12 00:08,----,1.47
2021-07-12 00:09,----,1.47
2021-07-12 00:10,----,1.47
2021-07-12 00:11,----,1.47
2021-07-12 00:12,----,1.47
2021-07-12 00:13,----,1.47
2021-07-12 00:14,----,1.47
2021-07-12 00:15,----,1.48
2021-07-12 00:16,----,1.48
2021-07-12 00:17,----,1.48
2021-07-12 00:18,----,1.48
2021-07-12 00:19,----,1.47
2021-07-12 00:20,----,1.47
2021-07-12 00:21,----,1.47
2021-07-12 00:22,----,1.47
2021-07-12 00:23,----,1.47
2021-07-12 00:24,----,1.47
2021-07-12 00:25,----,1.47
2021-07-12 00:26,----,1.47
2021-07-12 00:27,----,1.47
2021-07-12 00:28,----,1.47
2021-07-12 00:29,----,1.47
2021-07-12 00:30,----,1.47
2021-07-12 00:31,----,1.47
2021-07-12 00:32,----,1.47
2021-07-12 00:33,----,1.47
2021-07-12 00:34,----,1.47
2021-07-12 00:35,----,1.47
2021-07-12 00:36,----,1.47
2021-07-12 00:37,----,1.47
2021-07-12 00:38,----,1.47
2021-07-12 00:39,----,1.46
2021-07-12 00:40,----,1.46
2021-07-12 00:41,----,1.46
2021-07-12 00:42,----,1.46
2021-07-12 00:43,----,1.46
2021-07-12 00:44,----,1.46
2021-07-12 00:45,----,1.46
2021-07-12 00:46,----,1.46
2021-07-12 00:47,----,1.46
2021-07-12 00:48,----,1.46
2021-07-12 00:49,----,1.46
2021-07-12 00:50,----,1.46
2021-07-12 00:51,----,1.46
2021-07-12 00:52,----,1.46
2021-07-12 00:53,----,1.46
2021-07-12 00:54,----,1.46
2021-07-12 00:55,----,1.46
2021-07-12 00:56,----,1.46
2021-07-12 00:57,----,1.46
2021-07-12 00:58,----,1.45
2021-07-12 00:59,----,1.45
2021-07-12 01:00,----,1.45
2021-07-12 01:01,----,1.45
2021-07-12 01:02,----,1.45
2021-07-12 01:03,----,1.45
2021-07-12 01:04,----,1.45
2021-07-12 01:05,----,1.45
2021-07-12 01:06,----,1.45
2021-07-12 01:07,----,1.45
2021-07-12 01:08,----,1.44
2021-07-12 01:09,----,1.44
2021-07-12 01:10,----,1.44
2021-07-12 01:11,----,1.44
2021-07-12 01:12,----,1.44
2021-07-12 01:13,----,1.44
2021-07-12 01:14,----,1.44
2021-07-12 01:15,----,1.44
2021-07-12 01:16,----,1.44
2021-07-12 01:17,----,1.43
2021-07-12 01:18,----,1.43
2021-07-12 01:19,----,1.43
2021-07-12 01:20,----,1.43
2021-07-12 01:21,----,1.43
2021-07-12 01:22,----,1.43
2021-07-12 01:23,----,1.43
2021-07-12 01:24,----,1.42
2021-07-12 01:25,----,1.42
2021-07-12 01:26,----,1.42
2021-07-12 01:27,----,1.42
2021-07-12 01:28,----,1.42
