20210831
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.1
7.00	0.1
7.25	0.3
7.50	0.5
7.75	0.7
8.00	1.0
8.25	1.1
8.50	1.1
8.75	1.3
9.00	1.8
9.25	2.2
9.50	2.2
9.75	1.8
10.00	1.9
10.25	1.9
10.50	2.4
10.75	1.8
11.00	1.5
11.25	1.2
11.50	0.8
11.75	0.6
12.00	0.7
12.25	0.9
12.50	1.2
12.75	1.3
13.00	1.5
13.25	0.9
13.50	0.3
13.75	0.3
14.00	0.3
14.25	0.5
14.50	0.9
14.75	1.7
15.00	2.2
15.25	2.8
15.50	2.6
15.75	2.2
16.00	2.3
16.25	2.1
16.50	0.8
16.75	0.2
17.00	0.2
17.25	0.1
17.50	0.1
17.75	0.1
18.00	0.0
18.25	0.0
18.50	0.0
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
