20210714
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.1
6.75	0.2
7.00	0.3
7.25	0.5
7.50	0.8
7.75	1.1
8.00	1.5
8.25	2.0
8.50	2.4
8.75	2.5
9.00	2.9
9.25	3.4
9.50	2.8
9.75	3.4
10.00	3.9
10.25	5.4
10.50	7.9
10.75	7.9
11.00	4.7
11.25	3.9
11.50	5.8
11.75	3.4
12.00	5.1
12.25	4.0
12.50	4.4
12.75	2.5
13.00	3.0
13.25	1.5
13.50	1.3
13.75	0.9
14.00	1.5
14.25	5.8
14.50	7.2
14.75	6.8
15.00	6.7
15.25	5.9
15.50	4.9
15.75	3.6
16.00	2.6
16.25	2.6
16.50	2.5
16.75	1.6
17.00	1.6
17.25	1.2
17.50	0.9
17.75	0.6
18.00	0.3
18.25	0.2
18.50	0.1
18.75	0.1
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
