2021/07/29,5:00,0.0
2021/07/29,5:15,0.0
2021/07/29,5:30,0.0
2021/07/29,5:45,0.0
2021/07/29,6:00,0.0
2021/07/29,6:15,0.9
2021/07/29,6:30,1.6
2021/07/29,6:45,3.4
2021/07/29,7:00,5.3
2021/07/29,7:15,6.1
2021/07/29,7:30,8.9
2021/07/29,7:45,13.2
2021/07/29,8:00,15.3
2021/07/29,8:15,20.4
2021/07/29,8:30,19.8
2021/07/29,8:45,19.5
2021/07/29,9:00,20.3
2021/07/29,9:15,21.3
2021/07/29,9:30,22.3
2021/07/29,9:45,23.3
2021/07/29,10:00,31.5
2021/07/29,10:15,32.3
2021/07/29,10:30,36.3
2021/07/29,10:45,45.5
2021/07/29,11:00,40.7
2021/07/29,11:15,40.3
2021/07/29,11:30,16.2
2021/07/29,11:45,14.8
2021/07/29,12:00,24.1
2021/07/29,12:15,48.2
2021/07/29,12:30,43.2
2021/07/29,12:45,32.9
2021/07/29,13:00,32.3
2021/07/29,13:15,14.3
2021/07/29,13:30,4.4
2021/07/29,13:45,4.5
2021/07/29,14:00,4.9
2021/07/29,14:15,15.7
2021/07/29,14:30,15.3
2021/07/29,14:45,9.9
2021/07/29,15:00,10.3
2021/07/29,15:15,7.4
2021/07/29,15:30,7.2
2021/07/29,15:45,6.0
2021/07/29,16:00,5.8
2021/07/29,16:15,6.0
2021/07/29,16:30,6.9
2021/07/29,16:45,8.1
2021/07/29,17:00,8.3
2021/07/29,17:15,7.4
2021/07/29,17:30,5.3
2021/07/29,17:45,4.9
2021/07/29,18:00,4.7
2021/07/29,18:15,2.7
2021/07/29,18:30,1.9
2021/07/29,18:45,1.5
2021/07/29,19:00,0.3
2021/07/29,19:15,0.0
2021/07/29,19:30,0.0
2021/07/29,19:45,0.0
2021/07/29,20:00,0.0
