Date,Wind Spd, Wind Dir
2021/07/15 0:00,5.0,135
2021/07/15 0:01,5.0,134
2021/07/15 0:02,6.0,134
2021/07/15 0:03,5.0,134
2021/07/15 0:04,5.0,134
2021/07/15 0:05,5.0,135
2021/07/15 0:06,5.0,135
2021/07/15 0:07,5.0,134
2021/07/15 0:08,6.0,134
2021/07/15 0:09,6.0,134
2021/07/15 0:10,6.0,135
2021/07/15 0:11,6.0,136
2021/07/15 0:12,6.0,136
2021/07/15 0:13,6.0,136
2021/07/15 0:14,6.0,137
2021/07/15 0:15,6.0,139
2021/07/15 0:16,6.0,141
2021/07/15 0:17,6.0,141
2021/07/15 0:18,6.0,142
2021/07/15 0:19,6.0,144
2021/07/15 0:20,6.0,145
2021/07/15 0:21,6.0,146
2021/07/15 0:22,6.0,147
2021/07/15 0:23,6.0,148
2021/07/15 0:24,6.0,149
2021/07/15 0:25,6.0,148
2021/07/15 0:26,6.0,147
2021/07/15 0:27,6.0,146
2021/07/15 0:28,6.0,145
2021/07/15 0:29,6.0,144
2021/07/15 0:30,6.0,142
2021/07/15 0:31,6.0,140
2021/07/15 0:32,6.0,138
2021/07/15 0:33,6.0,136
2021/07/15 0:34,6.0,134
2021/07/15 0:35,6.0,134
2021/07/15 0:36,6.0,133
2021/07/15 0:37,6.0,133
2021/07/15 0:38,6.0,133
2021/07/15 0:39,5.0,133
2021/07/15 0:40,5.0,134
2021/07/15 0:41,5.0,135
2021/07/15 0:42,5.0,137
2021/07/15 0:43,,,
2021/07/15 0:44,,,
2021/07/15 0:45,,,
2021/07/15 0:46,,,
2021/07/15 0:47,,,
2021/07/15 0:48,,,
2021/07/15 0:49,,,
2021/07/15 0:50,,,
2021/07/15 0:51,,,
2021/07/15 0:52,,,
2021/07/15 0:53,,,
2021/07/15 0:54,,,
2021/07/15 0:55,,,
2021/07/15 0:56,,,
2021/07/15 0:57,,,
2021/07/15 0:58,,,
2021/07/15 0:59,,,
2021/07/15 1:00,,,
2021/07/15 1:01,,,
2021/07/15 1:02,,,
2021/07/15 1:03,,,
2021/07/15 1:04,,,
2021/07/15 1:05,,,
2021/07/15 1:06,,,
2021/07/15 1:07,,,
2021/07/15 1:08,,,
2021/07/15 1:09,,,
2021/07/15 1:10,,,
2021/07/15 1:11,,,
2021/07/15 1:12,,,
2021/07/15 1:13,,,
2021/07/15 1:14,,,
2021/07/15 1:15,,,
2021/07/15 1:16,,,
2021/07/15 1:17,,,
2021/07/15 1:18,,,
2021/07/15 1:19,,,
2021/07/15 1:20,,,
2021/07/15 1:21,,,
2021/07/15 1:22,,,
2021/07/15 1:23,,,
2021/07/15 1:24,,,
2021/07/15 1:25,,,
2021/07/15 1:26,,,
2021/07/15 1:27,,,
2021/07/15 1:28,,,
2021/07/15 1:29,,,
2021/07/15 1:30,,,
2021/07/15 1:31,,,
2021/07/15 1:32,,,
2021/07/15 1:33,,,
2021/07/15 1:34,,,
2021/07/15 1:35,,,
2021/07/15 1:36,,,
2021/07/15 1:37,,,
2021/07/15 1:38,,,
2021/07/15 1:39,,,
2021/07/15 1:40,,,
2021/07/15 1:41,,,
2021/07/15 1:42,,,
2021/07/15 1:43,,,
2021/07/15 1:44,,,
2021/07/15 1:45,,,
2021/07/15 1:46,,,
2021/07/15 1:47,,,
2021/07/15 1:48,,,
2021/07/15 1:49,,,
2021/07/15 1:50,,,
2021/07/15 1:51,,,
2021/07/15 1:52,1.0,145
2021/07/15 1:53,1.0,146
2021/07/15 1:54,1.0,146
2021/07/15 1:55,1.0,146
2021/07/15 1:56,1.0,144
2021/07/15 1:57,1.0,9999
2021/07/15 1:58,1.0,9999
2021/07/15 1:59,1.0,9999
2021/07/15 2:00,1.0,9999
2021/07/15 2:01,1.0,234
2021/07/15 2:02,0.0,0
2021/07/15 2:03,0.0,0
2021/07/15 2:04,0.0,0
2021/07/15 2:05,0.0,0
2021/07/15 2:06,1.0,233
2021/07/15 2:07,1.0,231
2021/07/15 2:08,1.0,228
2021/07/15 2:09,1.0,221
2021/07/15 2:10,1.0,217
2021/07/15 2:11,1.0,216
2021/07/15 2:12,1.0,215
2021/07/15 2:13,1.0,215
2021/07/15 2:14,1.0,213
2021/07/15 2:15,1.0,211
2021/07/15 2:16,1.0,207
2021/07/15 2:17,1.0,214
2021/07/15 2:18,1.0,215
2021/07/15 2:19,1.0,214
2021/07/15 2:20,1.0,213
2021/07/15 2:21,1.0,213
2021/07/15 2:22,0.0,0
2021/07/15 2:23,0.0,0
2021/07/15 2:24,0.0,0
2021/07/15 2:25,0.0,0
2021/07/15 2:26,0.0,0
2021/07/15 2:27,0.0,0
2021/07/15 2:28,0.0,0
2021/07/15 2:29,1.0,194
2021/07/15 2:30,1.0,195
2021/07/15 2:31,1.0,196
2021/07/15 2:32,1.0,196
2021/07/15 2:33,1.0,195
2021/07/15 2:34,1.0,194
2021/07/15 2:35,1.0,194
2021/07/15 2:36,1.0,193
2021/07/15 2:37,1.0,193
2021/07/15 2:38,1.0,193
2021/07/15 2:39,2.0,193
2021/07/15 2:40,1.0,196
2021/07/15 2:41,1.0,197
2021/07/15 2:42,1.0,197
2021/07/15 2:43,1.0,199
2021/07/15 2:44,1.0,200
2021/07/15 2:45,2.0,202
2021/07/15 2:46,2.0,202
2021/07/15 2:47,3.0,200
2021/07/15 2:48,2.0,195
2021/07/15 2:49,2.0,189
2021/07/15 2:50,2.0,182
2021/07/15 2:51,2.0,178
