2021/07/15,5:00,0.0
2021/07/15,5:15,0.0
2021/07/15,5:30,0.0
2021/07/15,5:45,0.0
2021/07/15,6:00,0.4
2021/07/15,6:15,1.6
2021/07/15,6:30,3.4
2021/07/15,6:45,5.7
2021/07/15,7:00,8.5
2021/07/15,7:15,11.6
2021/07/15,7:30,15.1
2021/07/15,7:45,18.9
2021/07/15,8:00,21.9
2021/07/15,8:15,26.5
2021/07/15,8:30,29.3
2021/07/15,8:45,25.7
2021/07/15,9:00,36.6
2021/07/15,9:15,40.0
2021/07/15,9:30,42.8
2021/07/15,9:45,45.7
2021/07/15,10:00,48.5
2021/07/15,10:15,51.3
2021/07/15,10:30,53.7
2021/07/15,10:45,55.8
2021/07/15,11:00,57.7
2021/07/15,11:15,60.1
2021/07/15,11:30,58.6
2021/07/15,11:45,62.7
2021/07/15,12:00,62.9
2021/07/15,12:15,63.6
2021/07/15,12:30,64.3
2021/07/15,12:45,63.7
2021/07/15,13:00,63.3
2021/07/15,13:15,63.3
2021/07/15,13:30,63.3
2021/07/15,13:45,53.9
2021/07/15,14:00,57.0
2021/07/15,14:15,57.6
2021/07/15,14:30,55.1
2021/07/15,14:45,53.4
2021/07/15,15:00,50.3
2021/07/15,15:15,47.7
2021/07/15,15:30,44.7
2021/07/15,15:45,41.7
2021/07/15,16:00,38.6
2021/07/15,16:15,35.3
2021/07/15,16:30,31.9
2021/07/15,16:45,25.4
2021/07/15,17:00,24.7
2021/07/15,17:15,21.1
2021/07/15,17:30,17.3
2021/07/15,17:45,13.9
2021/07/15,18:00,10.8
2021/07/15,18:15,7.9
2021/07/15,18:30,5.3
2021/07/15,18:45,3.1
2021/07/15,19:00,1.5
2021/07/15,19:15,0.4
2021/07/15,19:30,0.0
2021/07/15,19:45,0.0
2021/07/15,20:00,0.0
