20210704
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.1
6.75	0.2
7.00	0.3
7.25	0.5
7.50	0.8
7.75	1.1
8.00	1.6
8.25	2.2
8.50	2.7
8.75	3.0
9.00	3.0
9.25	3.5
9.50	3.8
9.75	4.1
10.00	3.9
10.25	5.3
10.50	8.0
10.75	5.9
11.00	3.6
11.25	4.3
11.50	4.4
11.75	5.4
12.00	7.8
12.25	5.9
12.50	10.9
12.75	8.7
13.00	10.0
13.25	9.6
13.50	8.2
13.75	8.6
14.00	5.4
14.25	6.1
14.50	6.2
14.75	4.6
15.00	3.2
15.25	5.4
15.50	4.5
15.75	4.3
16.00	4.1
16.25	2.7
16.50	2.7
16.75	1.6
17.00	1.2
17.25	1.0
17.50	0.9
17.75	0.7
18.00	0.5
18.25	0.3
18.50	0.2
18.75	0.1
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
