20210713
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.1
6.75	0.2
7.00	0.3
7.25	0.6
7.50	0.8
7.75	1.1
8.00	1.6
8.25	2.1
8.50	2.4
8.75	3.3
9.00	3.9
9.25	4.5
9.50	5.4
9.75	6.2
10.00	7.0
10.25	7.7
10.50	8.4
10.75	9.1
11.00	9.7
11.25	10.2
11.50	10.8
11.75	11.3
12.00	11.6
12.25	11.8
12.50	11.8
12.75	11.5
13.00	11.6
13.25	11.2
13.50	10.6
13.75	9.4
14.00	10.0
14.25	9.4
14.50	8.8
14.75	8.2
15.00	7.4
15.25	6.7
15.50	5.9
15.75	5.1
16.00	4.4
16.25	3.7
16.50	3.0
16.75	2.4
17.00	1.8
17.25	1.4
17.50	1.0
17.75	0.7
18.00	0.5
18.25	0.3
18.50	0.2
18.75	0.1
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
