Date,Wind Spd, Wind Dir
2021/08/09 0:00,8.0,,
2021/08/09 0:01,8.0,,
2021/08/09 0:02,8.0,,
2021/08/09 0:03,8.0,,
2021/08/09 0:04,8.0,,
2021/08/09 0:05,8.0,,
2021/08/09 0:06,8.0,,
2021/08/09 0:07,8.0,,
2021/08/09 0:08,6.0,,
2021/08/09 0:09,6.0,,
2021/08/09 0:10,6.0,,
2021/08/09 0:11,6.0,,
2021/08/09 0:12,6.0,,
2021/08/09 0:13,6.0,,
2021/08/09 0:14,6.0,,
2021/08/09 0:15,6.0,,
2021/08/09 0:16,6.0,,
2021/08/09 0:17,6.0,,
2021/08/09 0:18,6.0,,
2021/08/09 0:19,6.0,,
2021/08/09 0:20,6.0,,
2021/08/09 0:21,6.0,,
2021/08/09 0:22,6.0,,
2021/08/09 0:23,6.0,,
2021/08/09 0:24,7.0,,
2021/08/09 0:25,8.0,,
2021/08/09 0:26,8.0,,
2021/08/09 0:27,8.0,,
2021/08/09 0:28,8.0,,
2021/08/09 0:29,8.0,,
2021/08/09 0:30,9.0,,
2021/08/09 0:31,9.0,,
2021/08/09 0:32,8.0,,
2021/08/09 0:33,8.0,,
2021/08/09 0:34,6.0,,
2021/08/09 0:35,6.0,,
2021/08/09 0:36,6.0,,
2021/08/09 0:37,6.0,,
2021/08/09 0:38,6.0,,
2021/08/09 0:39,6.0,,
2021/08/09 0:40,5.0,,
2021/08/09 0:41,5.0,,
2021/08/09 0:42,5.0,,
2021/08/09 0:43,6.0,,
2021/08/09 0:44,6.0,,
2021/08/09 0:45,5.0,,
2021/08/09 0:46,5.0,,
2021/08/09 0:47,5.0,,
2021/08/09 0:48,5.0,,
2021/08/09 0:49,5.0,,
2021/08/09 0:50,5.0,,
2021/08/09 0:51,4.0,,
2021/08/09 0:52,4.0,,
2021/08/09 0:53,3.0,,
2021/08/09 0:54,3.0,,
2021/08/09 0:55,3.0,,
2021/08/09 0:56,3.0,,
2021/08/09 0:57,3.0,,
2021/08/09 0:58,3.0,,
2021/08/09 0:59,3.0,,
2021/08/09 1:00,3.0,,
2021/08/09 1:01,3.0,,
2021/08/09 1:02,4.0,,
2021/08/09 1:03,4.0,,
2021/08/09 1:04,4.0,,
2021/08/09 1:05,4.0,,
2021/08/09 1:06,4.0,,
2021/08/09 1:07,4.0,,
2021/08/09 1:08,4.0,,
2021/08/09 1:09,4.0,,
2021/08/09 1:10,4.0,,
2021/08/09 1:11,4.0,,
2021/08/09 1:12,4.0,,
2021/08/09 1:13,4.0,,
2021/08/09 1:14,4.0,,
2021/08/09 1:15,4.0,,
2021/08/09 1:16,4.0,,
2021/08/09 1:17,4.0,,
2021/08/09 1:18,4.0,,
2021/08/09 1:19,4.0,,
2021/08/09 1:20,4.0,,
2021/08/09 1:21,4.0,,
2021/08/09 1:22,5.0,,
2021/08/09 1:23,6.0,,
2021/08/09 1:24,6.0,,
2021/08/09 1:25,7.0,,
2021/08/09 1:26,8.0,,
2021/08/09 1:27,9.0,,
2021/08/09 1:28,9.0,,
2021/08/09 1:29,9.0,,
2021/08/09 1:30,9.0,,
2021/08/09 1:31,8.0,,
2021/08/09 1:32,8.0,,
2021/08/09 1:33,6.0,,
2021/08/09 1:34,5.0,,
2021/08/09 1:35,5.0,,
2021/08/09 1:36,4.0,,
2021/08/09 1:37,3.0,,
2021/08/09 1:38,2.0,,
2021/08/09 1:39,1.0,,
2021/08/09 1:40,1.0,,
2021/08/09 1:41,2.0,,
2021/08/09 1:42,2.0,,
2021/08/09 1:43,2.0,,
2021/08/09 1:44,2.0,,
2021/08/09 1:45,1.0,,
2021/08/09 1:46,1.0,,
2021/08/09 1:47,1.0,,
2021/08/09 1:48,1.0,,
2021/08/09 1:49,1.0,,
2021/08/09 1:50,1.0,,
2021/08/09 1:51,1.0,,
2021/08/09 1:52,1.0,,
2021/08/09 1:53,1.0,,
2021/08/09 1:54,1.0,,
2021/08/09 1:55,1.0,,
2021/08/09 1:56,1.0,,
2021/08/09 1:57,2.0,,
2021/08/09 1:58,3.0,,
2021/08/09 1:59,3.0,,
2021/08/09 2:00,3.0,,
2021/08/09 2:01,3.0,,
2021/08/09 2:02,3.0,,
2021/08/09 2:03,2.0,,
2021/08/09 2:04,2.0,,
2021/08/09 2:05,1.0,,
2021/08/09 2:06,2.0,,
2021/08/09 2:07,1.0,,
2021/08/09 2:08,1.0,,
2021/08/09 2:09,1.0,,
2021/08/09 2:10,2.0,,
2021/08/09 2:11,2.0,,
2021/08/09 2:12,2.0,,
2021/08/09 2:13,2.0,,
2021/08/09 2:14,3.0,,
2021/08/09 2:15,3.0,,
2021/08/09 2:16,3.0,,
2021/08/09 2:17,3.0,,
2021/08/09 2:18,3.0,,
2021/08/09 2:19,3.0,,
2021/08/09 2:20,3.0,,
2021/08/09 2:21,4.0,,
2021/08/09 2:22,5.0,,
2021/08/09 2:23,5.0,,
2021/08/09 2:24,5.0,,
2021/08/09 2:25,5.0,,
2021/08/09 2:26,5.0,,
2021/08/09 2:27,5.0,,
2021/08/09 2:28,5.0,,
2021/08/09 2:29,5.0,,
2021/08/09 2:30,4.0,,
2021/08/09 2:31,4.0,,
2021/08/09 2:32,4.0,,
2021/08/09 2:33,4.0,,
2021/08/09 2:34,4.0,,
2021/08/09 2:35,4.0,,
2021/08/09 2:36,3.0,,
2021/08/09 2:37,4.0,,
2021/08/09 2:38,4.0,,
2021/08/09 2:39,4.0,,
2021/08/09 2:40,4.0,,
2021/08/09 2:41,4.0,,
2021/08/09 2:42,4.0,,
2021/08/09 2:43,4.0,,
2021/08/09 2:44,4.0,,
2021/08/09 2:45,4.0,,
2021/08/09 2:46,4.0,,
2021/08/09 2:47,4.0,,
2021/08/09 2:48,3.0,,
2021/08/09 2:49,3.0,,
2021/08/09 2:50,3.0,,
2021/08/09 2:51,3.0,,
2021/08/09 2:52,3.0,,
2021/08/09 2:53,3.0,,
2021/08/09 2:54,3.0,,
2021/08/09 2:55,3.0,,
2021/08/09 2:56,3.0,,
2021/08/09 2:57,4.0,,
2021/08/09 2:58,4.0,,
2021/08/09 2:59,4.0,,
2021/08/09 3:00,4.0,,
2021/08/09 3:01,4.0,,
2021/08/09 3:02,4.0,,
2021/08/09 3:03,4.0,,
2021/08/09 3:04,4.0,,
2021/08/09 3:05,4.0,,
2021/08/09 3:06,4.0,,
2021/08/09 3:07,4.0,,
2021/08/09 3:08,4.0,,
2021/08/09 3:09,4.0,,
2021/08/09 3:10,4.0,,
2021/08/09 3:11,4.0,,
2021/08/09 3:12,4.0,,
2021/08/09 3:13,4.0,,
2021/08/09 3:14,4.0,,
2021/08/09 3:15,4.0,,
2021/08/09 3:16,4.0,,
2021/08/09 3:17,4.0,,
2021/08/09 3:18,4.0,,
2021/08/09 3:19,4.0,,
2021/08/09 3:20,4.0,,
2021/08/09 3:21,4.0,,
2021/08/09 3:22,4.0,,
2021/08/09 3:23,5.0,,
2021/08/09 3:24,5.0,,
2021/08/09 3:25,5.0,,
2021/08/09 3:26,5.0,,
2021/08/09 3:27,5.0,,
2021/08/09 3:28,5.0,,
2021/08/09 3:29,5.0,,
2021/08/09 3:30,5.0,,
2021/08/09 3:31,5.0,,
2021/08/09 3:32,5.0,,
2021/08/09 3:33,5.0,,
2021/08/09 3:34,5.0,,
2021/08/09 3:35,5.0,,
2021/08/09 3:36,5.0,,
2021/08/09 3:37,5.0,,
2021/08/09 3:38,5.0,,
2021/08/09 3:39,5.0,,
2021/08/09 3:40,5.0,,
2021/08/09 3:41,4.0,,
2021/08/09 3:42,4.0,,
2021/08/09 3:43,3.0,,
2021/08/09 3:44,3.0,,
2021/08/09 3:45,3.0,,
2021/08/09 3:46,3.0,,
2021/08/09 3:47,3.0,,
