Date,Visibility
2021/08/09 0:00,14410.0,
2021/08/09 0:01,14650.0,
2021/08/09 0:02,14850.0,
2021/08/09 0:03,15210.0,
2021/08/09 0:04,15390.0,
2021/08/09 0:05,15650.0,
2021/08/09 0:06,15370.0,
2021/08/09 0:07,14980.0,
2021/08/09 0:08,14680.0,
2021/08/09 0:09,14930.0,
2021/08/09 0:10,14600.0,
2021/08/09 0:11,14180.0,
2021/08/09 0:12,13800.0,
2021/08/09 0:13,12850.0,
2021/08/09 0:14,12540.0,
2021/08/09 0:15,11780.0,
2021/08/09 0:16,9340.0,
2021/08/09 0:17,5990.0,
2021/08/09 0:18,4620.0,
2021/08/09 0:19,4430.0,
2021/08/09 0:20,4090.0,
2021/08/09 0:21,3350.0,
2021/08/09 0:22,2940.0,
2021/08/09 0:23,2780.0,
2021/08/09 0:24,2600.0,
2021/08/09 0:25,2550.0,
2021/08/09 0:26,2620.0,
2021/08/09 0:27,2830.0,
2021/08/09 0:28,3110.0,
2021/08/09 0:29,2490.0,
2021/08/09 0:30,2270.0,
2021/08/09 0:31,2100.0,
2021/08/09 0:32,1870.0,
2021/08/09 0:33,1740.0,
2021/08/09 0:34,1600.0,
2021/08/09 0:35,1480.0,
2021/08/09 0:36,1420.0,
2021/08/09 0:37,1360.0,
2021/08/09 0:38,1310.0,
2021/08/09 0:39,1350.0,
2021/08/09 0:40,1410.0,
2021/08/09 0:41,1550.0,
2021/08/09 0:42,1790.0,
2021/08/09 0:43,1970.0,
2021/08/09 0:44,2230.0,
2021/08/09 0:45,2510.0,
2021/08/09 0:46,2690.0,
2021/08/09 0:47,3130.0,
2021/08/09 0:48,3500.0,
2021/08/09 0:49,4140.0,
2021/08/09 0:50,4200.0,
2021/08/09 0:51,4250.0,
2021/08/09 0:52,4240.0,
2021/08/09 0:53,4160.0,
2021/08/09 0:54,4100.0,
2021/08/09 0:55,4130.0,
2021/08/09 0:56,4040.0,
2021/08/09 0:57,3990.0,
2021/08/09 0:58,3980.0,
2021/08/09 0:59,4050.0,
2021/08/09 1:00,4260.0,
2021/08/09 1:01,4510.0,
2021/08/09 1:02,4680.0,
2021/08/09 1:03,4910.0,
2021/08/09 1:04,5120.0,
2021/08/09 1:05,5220.0,
2021/08/09 1:06,5390.0,
2021/08/09 1:07,5470.0,
2021/08/09 1:08,5500.0,
2021/08/09 1:09,5320.0,
2021/08/09 1:10,5070.0,
2021/08/09 1:11,4910.0,
2021/08/09 1:12,4720.0,
2021/08/09 1:13,4680.0,
2021/08/09 1:14,4470.0,
2021/08/09 1:15,4380.0,
2021/08/09 1:16,4370.0,
2021/08/09 1:17,4460.0,
2021/08/09 1:18,4690.0,
2021/08/09 1:19,5160.0,
2021/08/09 1:20,5720.0,
2021/08/09 1:21,6000.0,
2021/08/09 1:22,6370.0,
2021/08/09 1:23,6550.0,
2021/08/09 1:24,7730.0,
2021/08/09 1:25,7980.0,
2021/08/09 1:26,9160.0,
2021/08/09 1:27,9640.0,
2021/08/09 1:28,10200.0,
2021/08/09 1:29,10460.0,
2021/08/09 1:30,10680.0,
2021/08/09 1:31,11430.0,
2021/08/09 1:32,11620.0,
2021/08/09 1:33,12550.0,
2021/08/09 1:34,12500.0,
2021/08/09 1:35,12740.0,
2021/08/09 1:36,12980.0,
2021/08/09 1:37,13110.0,
2021/08/09 1:38,13380.0,
2021/08/09 1:39,13450.0,
2021/08/09 1:40,13740.0,
2021/08/09 1:41,13780.0,
2021/08/09 1:42,13570.0,
2021/08/09 1:43,13700.0,
2021/08/09 1:44,14020.0,
2021/08/09 1:45,14000.0,
2021/08/09 1:46,14000.0,
2021/08/09 1:47,13800.0,
2021/08/09 1:48,13580.0,
2021/08/09 1:49,13310.0,
2021/08/09 1:50,13270.0,
2021/08/09 1:51,12840.0,
2021/08/09 1:52,12820.0,
2021/08/09 1:53,12760.0,
2021/08/09 1:54,12500.0,
2021/08/09 1:55,,
2021/08/09 1:56,12350.0,
2021/08/09 1:57,12340.0,
2021/08/09 1:58,12560.0,
2021/08/09 1:59,12980.0,
2021/08/09 2:00,13330.0,
2021/08/09 2:01,13670.0,
2021/08/09 2:02,14010.0,
2021/08/09 2:03,14290.0,
2021/08/09 2:04,14980.0,
2021/08/09 2:05,15200.0,
2021/08/09 2:06,15320.0,
2021/08/09 2:07,15460.0,
2021/08/09 2:08,15620.0,
2021/08/09 2:09,15570.0,
2021/08/09 2:10,15600.0,
2021/08/09 2:11,15710.0,
2021/08/09 2:12,15670.0,
2021/08/09 2:13,15530.0,
2021/08/09 2:14,15470.0,
2021/08/09 2:15,15550.0,
2021/08/09 2:16,15570.0,
2021/08/09 2:17,15580.0,
2021/08/09 2:18,15490.0,
2021/08/09 2:19,15530.0,
2021/08/09 2:20,15490.0,
2021/08/09 2:21,15370.0,
2021/08/09 2:22,15250.0,
2021/08/09 2:23,15360.0,
2021/08/09 2:24,15480.0,
2021/08/09 2:25,15590.0,
2021/08/09 2:26,15800.0,
2021/08/09 2:27,15970.0,
2021/08/09 2:28,15990.0,
2021/08/09 2:29,15770.0,
2021/08/09 2:30,15950.0,
2021/08/09 2:31,16110.0,
2021/08/09 2:32,16000.0,
2021/08/09 2:33,16000.0,
2021/08/09 2:34,15850.0,
2021/08/09 2:35,15680.0,
2021/08/09 2:36,15630.0,
2021/08/09 2:37,15490.0,
2021/08/09 2:38,15510.0,
2021/08/09 2:39,15770.0,
2021/08/09 2:40,15670.0,
2021/08/09 2:41,15680.0,
2021/08/09 2:42,15800.0,
2021/08/09 2:43,15770.0,
2021/08/09 2:44,15930.0,
2021/08/09 2:45,16190.0,
2021/08/09 2:46,16320.0,
2021/08/09 2:47,16570.0,
2021/08/09 2:48,16620.0,
2021/08/09 2:49,16670.0,
2021/08/09 2:50,16820.0,
2021/08/09 2:51,16670.0,
2021/08/09 2:52,16680.0,
2021/08/09 2:53,16700.0,
2021/08/09 2:54,16680.0,
2021/08/09 2:55,16470.0,
2021/08/09 2:56,16330.0,
2021/08/09 2:57,16100.0,
2021/08/09 2:58,15960.0,
2021/08/09 2:59,15830.0,
2021/08/09 3:00,15820.0,
2021/08/09 3:01,16040.0,
2021/08/09 3:02,16150.0,
2021/08/09 3:03,16120.0,
2021/08/09 3:04,16220.0,
2021/08/09 3:05,16210.0,
2021/08/09 3:06,16240.0,
2021/08/09 3:07,16370.0,
2021/08/09 3:08,16440.0,
2021/08/09 3:09,16690.0,
2021/08/09 3:10,16530.0,
2021/08/09 3:11,16570.0,
2021/08/09 3:12,16590.0,
2021/08/09 3:13,16680.0,
2021/08/09 3:14,16660.0,
2021/08/09 3:15,16780.0,
2021/08/09 3:16,16880.0,
2021/08/09 3:17,16850.0,
2021/08/09 3:18,17110.0,
2021/08/09 3:19,16950.0,
2021/08/09 3:20,17130.0,
2021/08/09 3:21,17010.0,
2021/08/09 3:22,16830.0,
2021/08/09 3:23,16690.0,
2021/08/09 3:24,16330.0,
2021/08/09 3:25,16300.0,
