Date,Wind Spd, Wind Dir
2021/08/07 0:00,2.0,,
2021/08/07 0:01,2.0,,
2021/08/07 0:02,1.0,,
2021/08/07 0:03,1.0,,
2021/08/07 0:04,1.0,,
2021/08/07 0:05,1.0,,
2021/08/07 0:06,1.0,,
2021/08/07 0:07,1.0,,
2021/08/07 0:08,2.0,,
2021/08/07 0:09,3.0,,
2021/08/07 0:10,3.0,,
2021/08/07 0:11,3.0,,
2021/08/07 0:12,3.0,,
2021/08/07 0:13,3.0,,
2021/08/07 0:14,3.0,,
2021/08/07 0:15,4.0,,
2021/08/07 0:16,3.0,,
2021/08/07 0:17,3.0,,
2021/08/07 0:18,3.0,,
2021/08/07 0:19,2.0,,
2021/08/07 0:20,1.0,,
2021/08/07 0:21,1.0,,
2021/08/07 0:22,1.0,,
2021/08/07 0:23,1.0,,
2021/08/07 0:24,1.0,,
2021/08/07 0:25,2.0,,
2021/08/07 0:26,2.0,,
2021/08/07 0:27,2.0,,
2021/08/07 0:28,2.0,,
2021/08/07 0:29,3.0,,
2021/08/07 0:30,3.0,,
2021/08/07 0:31,3.0,,
2021/08/07 0:32,4.0,,
2021/08/07 0:33,4.0,,
2021/08/07 0:34,4.0,,
2021/08/07 0:35,3.0,,
2021/08/07 0:36,3.0,,
2021/08/07 0:37,3.0,,
2021/08/07 0:38,3.0,,
2021/08/07 0:39,3.0,,
2021/08/07 0:40,2.0,,
2021/08/07 0:41,1.0,,
2021/08/07 0:42,1.0,,
2021/08/07 0:43,0.0,,
2021/08/07 0:44,0.0,,
2021/08/07 0:45,0.0,,
2021/08/07 0:46,0.0,,
2021/08/07 0:47,1.0,,
2021/08/07 0:48,1.0,,
2021/08/07 0:49,1.0,,
2021/08/07 0:50,2.0,,
2021/08/07 0:51,2.0,,
2021/08/07 0:52,2.0,,
2021/08/07 0:53,2.0,,
2021/08/07 0:54,3.0,,
2021/08/07 0:55,3.0,,
2021/08/07 0:56,4.0,,
2021/08/07 0:57,4.0,,
2021/08/07 0:58,4.0,,
2021/08/07 0:59,4.0,,
2021/08/07 1:00,3.0,,
2021/08/07 1:01,4.0,,
2021/08/07 1:02,4.0,,
2021/08/07 1:03,5.0,,
2021/08/07 1:04,5.0,,
2021/08/07 1:05,5.0,,
2021/08/07 1:06,4.0,,
2021/08/07 1:07,4.0,,
2021/08/07 1:08,4.0,,
2021/08/07 1:09,4.0,,
2021/08/07 1:10,3.0,,
2021/08/07 1:11,3.0,,
2021/08/07 1:12,3.0,,
2021/08/07 1:13,3.0,,
2021/08/07 1:14,3.0,,
2021/08/07 1:15,3.0,,
2021/08/07 1:16,3.0,,
2021/08/07 1:17,2.0,,
2021/08/07 1:18,3.0,,
2021/08/07 1:19,3.0,,
2021/08/07 1:20,4.0,,
2021/08/07 1:21,4.0,,
2021/08/07 1:22,4.0,,
2021/08/07 1:23,4.0,,
2021/08/07 1:24,4.0,,
2021/08/07 1:25,4.0,,
2021/08/07 1:26,5.0,,
2021/08/07 1:27,5.0,,
2021/08/07 1:28,5.0,,
2021/08/07 1:29,5.0,,
2021/08/07 1:30,5.0,,
2021/08/07 1:31,5.0,,
2021/08/07 1:32,6.0,,
2021/08/07 1:33,6.0,,
2021/08/07 1:34,5.0,,
2021/08/07 1:35,5.0,,
2021/08/07 1:36,5.0,,
2021/08/07 1:37,6.0,,
2021/08/07 1:38,5.0,,
2021/08/07 1:39,5.0,,
2021/08/07 1:40,4.0,,
2021/08/07 1:41,3.0,,
2021/08/07 1:42,3.0,,
2021/08/07 1:43,1.0,,
2021/08/07 1:44,1.0,,
2021/08/07 1:45,1.0,,
2021/08/07 1:46,1.0,,
2021/08/07 1:47,1.0,,
2021/08/07 1:48,1.0,,
2021/08/07 1:49,1.0,,
2021/08/07 1:50,1.0,,
2021/08/07 1:51,1.0,,
2021/08/07 1:52,1.0,,
2021/08/07 1:53,1.0,,
2021/08/07 1:54,1.0,,
2021/08/07 1:55,2.0,,
2021/08/07 1:56,1.0,,
2021/08/07 1:57,1.0,,
2021/08/07 1:58,1.0,,
2021/08/07 1:59,1.0,,
2021/08/07 2:00,1.0,,
2021/08/07 2:01,1.0,,
2021/08/07 2:02,1.0,,
2021/08/07 2:03,2.0,,
2021/08/07 2:04,2.0,,
2021/08/07 2:05,1.0,,
2021/08/07 2:06,1.0,,
2021/08/07 2:07,1.0,,
2021/08/07 2:08,1.0,,
2021/08/07 2:09,2.0,,
2021/08/07 2:10,3.0,,
2021/08/07 2:11,4.0,,
2021/08/07 2:12,4.0,,
2021/08/07 2:13,4.0,,
2021/08/07 2:14,5.0,,
2021/08/07 2:15,6.0,,
2021/08/07 2:16,6.0,,
2021/08/07 2:17,6.0,,
2021/08/07 2:18,7.0,,
2021/08/07 2:19,6.0,,
2021/08/07 2:20,6.0,,
2021/08/07 2:21,6.0,,
2021/08/07 2:22,6.0,,
2021/08/07 2:23,6.0,,
2021/08/07 2:24,6.0,,
2021/08/07 2:25,5.0,,
2021/08/07 2:26,5.0,,
2021/08/07 2:27,5.0,,
2021/08/07 2:28,4.0,,
2021/08/07 2:29,4.0,,
2021/08/07 2:30,4.0,,
2021/08/07 2:31,4.0,,
2021/08/07 2:32,4.0,,
2021/08/07 2:33,4.0,,
2021/08/07 2:34,3.0,,
2021/08/07 2:35,3.0,,
2021/08/07 2:36,3.0,,
2021/08/07 2:37,3.0,,
2021/08/07 2:38,3.0,,
2021/08/07 2:39,3.0,,
2021/08/07 2:40,2.0,,
2021/08/07 2:41,1.0,,
2021/08/07 2:42,1.0,,
2021/08/07 2:43,1.0,,
2021/08/07 2:44,1.0,,
2021/08/07 2:45,1.0,,
2021/08/07 2:46,1.0,,
2021/08/07 2:47,0.0,,
2021/08/07 2:48,0.0,,
2021/08/07 2:49,0.0,,
2021/08/07 2:50,0.0,,
2021/08/07 2:51,0.0,,
2021/08/07 2:52,0.0,,
2021/08/07 2:53,0.0,,
2021/08/07 2:54,0.0,,
2021/08/07 2:55,1.0,,
2021/08/07 2:56,1.0,,
2021/08/07 2:57,1.0,,
2021/08/07 2:58,1.0,,
2021/08/07 2:59,1.0,,
2021/08/07 3:00,1.0,,
2021/08/07 3:01,1.0,,
2021/08/07 3:02,1.0,,
2021/08/07 3:03,1.0,,
2021/08/07 3:04,1.0,,
2021/08/07 3:05,1.0,,
2021/08/07 3:06,1.0,,
2021/08/07 3:07,1.0,,
2021/08/07 3:08,0.0,,
2021/08/07 3:09,0.0,,
2021/08/07 3:10,0.0,,
2021/08/07 3:11,0.0,,
2021/08/07 3:12,0.0,,
2021/08/07 3:13,0.0,,
2021/08/07 3:14,0.0,,
2021/08/07 3:15,0.0,,
2021/08/07 3:16,0.0,,
2021/08/07 3:17,0.0,,
2021/08/07 3:18,0.0,,
2021/08/07 3:19,0.0,,
2021/08/07 3:20,0.0,,
2021/08/07 3:21,0.0,,
2021/08/07 3:22,0.0,,
2021/08/07 3:23,0.0,,
2021/08/07 3:24,0.0,,
2021/08/07 3:25,0.0,,
2021/08/07 3:26,0.0,,
2021/08/07 3:27,0.0,,
2021/08/07 3:28,0.0,,
2021/08/07 3:29,0.0,,
2021/08/07 3:30,1.0,,
2021/08/07 3:31,1.0,,
2021/08/07 3:32,1.0,,
2021/08/07 3:33,1.0,,
2021/08/07 3:34,1.0,,
2021/08/07 3:35,2.0,,
2021/08/07 3:36,2.0,,
2021/08/07 3:37,3.0,,
2021/08/07 3:38,3.0,,
2021/08/07 3:39,4.0,,
2021/08/07 3:40,4.0,,
2021/08/07 3:41,5.0,,
2021/08/07 3:42,5.0,,
2021/08/07 3:43,5.0,,
2021/08/07 3:44,5.0,,
2021/08/07 3:45,5.0,,
2021/08/07 3:46,4.0,,
2021/08/07 3:47,4.0,,
2021/08/07 3:48,3.0,,
2021/08/07 3:49,3.0,,
2021/08/07 3:50,1.0,,
2021/08/07 3:51,1.0,,
2021/08/07 3:52,1.0,,
2021/08/07 3:53,0.0,,
2021/08/07 3:54,0.0,,
2021/08/07 3:55,0.0,,
2021/08/07 3:56,0.0,,
2021/08/07 3:57,0.0,,
2021/08/07 3:58,,,
2021/08/07 3:59,0.0,,
2021/08/07 4:00,0.0,,
2021/08/07 4:01,0.0,,
2021/08/07 4:02,0.0,,
2021/08/07 4:03,0.0,,
2021/08/07 4:04,0.0,,
2021/08/07 4:05,0.0,,
2021/08/07 4:06,0.0,,
2021/08/07 4:07,0.0,,
2021/08/07 4:08,0.0,,
2021/08/07 4:09,0.0,,
2021/08/07 4:10,0.0,,
2021/08/07 4:11,0.0,,
2021/08/07 4:12,0.0,,
2021/08/07 4:13,0.0,,
2021/08/07 4:14,0.0,,
2021/08/07 4:15,0.0,,
2021/08/07 4:16,0.0,,
2021/08/07 4:17,0.0,,
2021/08/07 4:18,0.0,,
2021/08/07 4:19,0.0,,
2021/08/07 4:20,1.0,,
2021/08/07 4:21,1.0,,
2021/08/07 4:22,1.0,,
2021/08/07 4:23,1.0,,
2021/08/07 4:24,1.0,,
2021/08/07 4:25,3.0,,
2021/08/07 4:26,3.0,,
2021/08/07 4:27,3.0,,
2021/08/07 4:28,4.0,,
2021/08/07 4:29,3.0,,
2021/08/07 4:30,3.0,,
2021/08/07 4:31,3.0,,
2021/08/07 4:32,3.0,,
2021/08/07 4:33,3.0,,
2021/08/07 4:34,2.0,,
2021/08/07 4:35,1.0,,
2021/08/07 4:36,1.0,,
2021/08/07 4:37,1.0,,
2021/08/07 4:38,1.0,,
2021/08/07 4:39,1.0,,
2021/08/07 4:40,1.0,,
2021/08/07 4:41,0.0,,
2021/08/07 4:42,0.0,,
2021/08/07 4:43,0.0,,
2021/08/07 4:44,0.0,,
2021/08/07 4:45,0.0,,
2021/08/07 4:46,0.0,,
2021/08/07 4:47,0.0,,
2021/08/07 4:48,0.0,,
2021/08/07 4:49,0.0,,
2021/08/07 4:50,0.0,,
2021/08/07 4:51,0.0,,
2021/08/07 4:52,0.0,,
2021/08/07 4:53,0.0,,
2021/08/07 4:54,0.0,,
2021/08/07 4:55,0.0,,
2021/08/07 4:56,1.0,,
2021/08/07 4:57,1.0,,
2021/08/07 4:58,1.0,,
2021/08/07 4:59,1.0,,
2021/08/07 5:00,1.0,,
2021/08/07 5:01,1.0,,
2021/08/07 5:02,1.0,,
2021/08/07 5:03,1.0,,
2021/08/07 5:04,1.0,,
2021/08/07 5:05,0.0,,
2021/08/07 5:06,0.0,,
2021/08/07 5:07,0.0,,
2021/08/07 5:08,0.0,,
2021/08/07 5:09,,,
2021/08/07 5:10,,,
2021/08/07 5:11,,,
2021/08/07 5:12,,,
2021/08/07 5:13,,,
2021/08/07 5:14,,,
2021/08/07 5:15,0.0,,
2021/08/07 5:16,0.0,,
2021/08/07 5:17,0.0,,
2021/08/07 5:18,0.0,,
2021/08/07 5:19,0.0,,
2021/08/07 5:20,1.0,,
2021/08/07 5:21,1.0,,
2021/08/07 5:22,1.0,,
2021/08/07 5:23,1.0,,
2021/08/07 5:24,1.0,,
2021/08/07 5:25,1.0,,
2021/08/07 5:26,1.0,,
2021/08/07 5:27,1.0,,
2021/08/07 5:28,1.0,,
2021/08/07 5:29,1.0,,
2021/08/07 5:30,1.0,,
2021/08/07 5:31,0.0,,
2021/08/07 5:32,0.0,,
2021/08/07 5:33,0.0,,
2021/08/07 5:34,0.0,,
2021/08/07 5:35,0.0,,
2021/08/07 5:36,0.0,,
2021/08/07 5:37,0.0,,
2021/08/07 5:38,0.0,,
2021/08/07 5:39,0.0,,
2021/08/07 5:40,0.0,,
2021/08/07 5:41,0.0,,
2021/08/07 5:42,0.0,,
2021/08/07 5:43,0.0,,
2021/08/07 5:44,0.0,,
2021/08/07 5:45,1.0,,
2021/08/07 5:46,1.0,,
2021/08/07 5:47,1.0,,
2021/08/07 5:48,1.0,,
2021/08/07 5:49,1.0,,
2021/08/07 5:50,1.0,,
2021/08/07 5:51,1.0,,
2021/08/07 5:52,1.0,,
2021/08/07 5:53,1.0,,
2021/08/07 5:54,1.0,,
2021/08/07 5:55,0.0,,
2021/08/07 5:56,0.0,,
2021/08/07 5:57,0.0,,
2021/08/07 5:58,1.0,,
2021/08/07 5:59,1.0,,
2021/08/07 6:00,1.0,,
2021/08/07 6:01,1.0,,
2021/08/07 6:02,1.0,,
2021/08/07 6:03,1.0,,
2021/08/07 6:04,1.0,,
2021/08/07 6:05,1.0,,
2021/08/07 6:06,1.0,,
2021/08/07 6:07,0.0,,
2021/08/07 6:08,0.0,,
2021/08/07 6:09,0.0,,
2021/08/07 6:10,0.0,,
2021/08/07 6:11,0.0,,
2021/08/07 6:12,1.0,,
2021/08/07 6:13,1.0,,
2021/08/07 6:14,1.0,,
2021/08/07 6:15,1.0,,
2021/08/07 6:16,1.0,,
2021/08/07 6:17,1.0,,
2021/08/07 6:18,1.0,,
2021/08/07 6:19,0.0,,
2021/08/07 6:20,0.0,,
2021/08/07 6:21,0.0,,
2021/08/07 6:22,,,
2021/08/07 6:23,,,
2021/08/07 6:24,,,
2021/08/07 6:25,0.0,,
2021/08/07 6:26,0.0,,
2021/08/07 6:27,0.0,,
2021/08/07 6:28,0.0,,
2021/08/07 6:29,1.0,,
2021/08/07 6:30,1.0,,
2021/08/07 6:31,1.0,,
2021/08/07 6:32,1.0,,
