Date,Wind Spd, Wind Dir
2021/08/02 0:00,,,
2021/08/02 0:01,,,
2021/08/02 0:02,,,
2021/08/02 0:03,,,
2021/08/02 0:04,,,
2021/08/02 0:05,,,
2021/08/02 0:06,,,
2021/08/02 0:07,,,
2021/08/02 0:08,0.0,,
2021/08/02 0:09,0.0,,
2021/08/02 0:10,0.0,,
2021/08/02 0:11,0.0,,
2021/08/02 0:12,0.0,,
2021/08/02 0:13,0.0,,
2021/08/02 0:14,0.0,,
2021/08/02 0:15,0.0,,
2021/08/02 0:16,0.0,,
2021/08/02 0:17,0.0,,
2021/08/02 0:18,0.0,,
2021/08/02 0:19,0.0,,
2021/08/02 0:20,0.0,,
2021/08/02 0:21,0.0,,
2021/08/02 0:22,0.0,,
2021/08/02 0:23,,,
2021/08/02 0:24,,,
2021/08/02 0:25,,,
2021/08/02 0:26,,,
2021/08/02 0:27,0.0,,
2021/08/02 0:28,0.0,,
2021/08/02 0:29,0.0,,
2021/08/02 0:30,0.0,,
2021/08/02 0:31,0.0,,
2021/08/02 0:32,0.0,,
2021/08/02 0:33,0.0,,
2021/08/02 0:34,0.0,,
2021/08/02 0:35,0.0,,
2021/08/02 0:36,0.0,,
2021/08/02 0:37,0.0,,
2021/08/02 0:38,0.0,,
2021/08/02 0:39,0.0,,
2021/08/02 0:40,,,
2021/08/02 0:41,,,
2021/08/02 0:42,,,
2021/08/02 0:43,,,
2021/08/02 0:44,,,
2021/08/02 0:45,,,
2021/08/02 0:46,,,
2021/08/02 0:47,,,
2021/08/02 0:48,,,
2021/08/02 0:49,,,
2021/08/02 0:50,,,
2021/08/02 0:51,,,
2021/08/02 0:52,,,
2021/08/02 0:53,,,
2021/08/02 0:54,,,
2021/08/02 0:55,,,
2021/08/02 0:56,,,
2021/08/02 0:57,,,
2021/08/02 0:58,0.0,,
2021/08/02 0:59,0.0,,
2021/08/02 1:00,0.0,,
2021/08/02 1:01,0.0,,
2021/08/02 1:02,1.0,,
2021/08/02 1:03,1.0,,
2021/08/02 1:04,1.0,,
2021/08/02 1:05,1.0,,
2021/08/02 1:06,1.0,,
2021/08/02 1:07,1.0,,
2021/08/02 1:08,2.0,,
2021/08/02 1:09,1.0,,
2021/08/02 1:10,2.0,,
2021/08/02 1:11,2.0,,
2021/08/02 1:12,2.0,,
2021/08/02 1:13,2.0,,
2021/08/02 1:14,2.0,,
2021/08/02 1:15,1.0,,
2021/08/02 1:16,1.0,,
2021/08/02 1:17,1.0,,
2021/08/02 1:18,1.0,,
2021/08/02 1:19,1.0,,
2021/08/02 1:20,0.0,,
2021/08/02 1:21,0.0,,
2021/08/02 1:22,0.0,,
2021/08/02 1:23,0.0,,
2021/08/02 1:24,0.0,,
2021/08/02 1:25,0.0,,
2021/08/02 1:26,0.0,,
2021/08/02 1:27,0.0,,
2021/08/02 1:28,0.0,,
2021/08/02 1:29,0.0,,
2021/08/02 1:30,0.0,,
2021/08/02 1:31,0.0,,
2021/08/02 1:32,1.0,,
2021/08/02 1:33,1.0,,
2021/08/02 1:34,1.0,,
2021/08/02 1:35,1.0,,
2021/08/02 1:36,1.0,,
2021/08/02 1:37,2.0,,
2021/08/02 1:38,2.0,,
2021/08/02 1:39,2.0,,
2021/08/02 1:40,2.0,,
2021/08/02 1:41,1.0,,
2021/08/02 1:42,1.0,,
2021/08/02 1:43,1.0,,
2021/08/02 1:44,1.0,,
2021/08/02 1:45,1.0,,
2021/08/02 1:46,1.0,,
2021/08/02 1:47,0.0,,
2021/08/02 1:48,0.0,,
2021/08/02 1:49,0.0,,
2021/08/02 1:50,,,
2021/08/02 1:51,,,
2021/08/02 1:52,,,
2021/08/02 1:53,0.0,,
2021/08/02 1:54,0.0,,
2021/08/02 1:55,0.0,,
2021/08/02 1:56,0.0,,
2021/08/02 1:57,0.0,,
2021/08/02 1:58,0.0,,
2021/08/02 1:59,0.0,,
2021/08/02 2:00,0.0,,
2021/08/02 2:01,0.0,,
2021/08/02 2:02,0.0,,
2021/08/02 2:03,0.0,,
2021/08/02 2:04,,,
2021/08/02 2:05,,,
2021/08/02 2:06,,,
2021/08/02 2:07,,,
2021/08/02 2:08,,,
2021/08/02 2:09,,,
2021/08/02 2:10,,,
2021/08/02 2:11,,,
2021/08/02 2:12,,,
2021/08/02 2:13,,,
2021/08/02 2:14,,,
2021/08/02 2:15,,,
2021/08/02 2:16,,,
2021/08/02 2:17,0.0,,
2021/08/02 2:18,0.0,,
2021/08/02 2:19,0.0,,
2021/08/02 2:20,0.0,,
2021/08/02 2:21,0.0,,
2021/08/02 2:22,0.0,,
2021/08/02 2:23,0.0,,
2021/08/02 2:24,0.0,,
2021/08/02 2:25,0.0,,
2021/08/02 2:26,0.0,,
