2021/08/09,5:00,0.0
2021/08/09,5:15,0.0
2021/08/09,5:30,0.0
2021/08/09,5:45,0.0
2021/08/09,6:00,0.0
2021/08/09,6:15,0.2
2021/08/09,6:30,1.0
2021/08/09,6:45,1.1
2021/08/09,7:00,2.3
2021/08/09,7:15,3.5
2021/08/09,7:30,6.1
2021/08/09,7:45,9.1
2021/08/09,8:00,10.7
2021/08/09,8:15,11.1
2021/08/09,8:30,14.6
2021/08/09,8:45,14.9
2021/08/09,9:00,16.0
2021/08/09,9:15,18.9
2021/08/09,9:30,12.9
2021/08/09,9:45,10.9
2021/08/09,10:00,15.0
2021/08/09,10:15,20.0
2021/08/09,10:30,28.6
2021/08/09,10:45,26.0
2021/08/09,11:00,22.0
2021/08/09,11:15,28.1
2021/08/09,11:30,22.7
2021/08/09,11:45,34.3
2021/08/09,12:00,22.4
2021/08/09,12:15,29.9
2021/08/09,12:30,28.9
2021/08/09,12:45,22.7
2021/08/09,13:00,29.2
2021/08/09,13:15,25.9
2021/08/09,13:30,24.9
2021/08/09,13:45,25.8
2021/08/09,14:00,32.7
2021/08/09,14:15,19.2
2021/08/09,14:30,14.5
2021/08/09,14:45,17.6
2021/08/09,15:00,18.4
2021/08/09,15:15,19.7
2021/08/09,15:30,23.9
2021/08/09,15:45,28.8
2021/08/09,16:00,19.5
2021/08/09,16:15,8.9
2021/08/09,16:30,7.3
2021/08/09,16:45,7.4
2021/08/09,17:00,6.4
2021/08/09,17:15,5.3
2021/08/09,17:30,5.1
2021/08/09,17:45,5.7
2021/08/09,18:00,5.1
2021/08/09,18:15,3.9
2021/08/09,18:30,1.8
2021/08/09,18:45,0.1
2021/08/09,19:00,0.0
2021/08/09,19:15,0.0
2021/08/09,19:30,0.0
2021/08/09,19:45,0.0
2021/08/09,20:00,0.0
