2021/08/24,5:00,0.0
2021/08/24,5:15,0.0
2021/08/24,5:30,0.0
2021/08/24,5:45,0.0
2021/08/24,6:00,0.0
2021/08/24,6:15,0.4
2021/08/24,6:30,1.6
2021/08/24,6:45,3.3
2021/08/24,7:00,5.1
2021/08/24,7:15,6.3
2021/08/24,7:30,8.7
2021/08/24,7:45,13.6
2021/08/24,8:00,14.0
2021/08/24,8:15,13.7
2021/08/24,8:30,19.5
2021/08/24,8:45,19.2
2021/08/24,9:00,30.7
2021/08/24,9:15,22.0
2021/08/24,9:30,10.3
2021/08/24,9:45,9.7
2021/08/24,10:00,19.8
2021/08/24,10:15,38.3
2021/08/24,10:30,56.6
2021/08/24,10:45,42.7
2021/08/24,11:00,41.2
2021/08/24,11:15,30.3
2021/08/24,11:30,32.3
2021/08/24,11:45,25.5
2021/08/24,12:00,22.0
2021/08/24,12:15,54.7
2021/08/24,12:30,37.7
2021/08/24,12:45,43.3
2021/08/24,13:00,40.5
2021/08/24,13:15,27.5
2021/08/24,13:30,39.4
2021/08/24,13:45,55.4
2021/08/24,14:00,58.3
2021/08/24,14:15,55.5
2021/08/24,14:30,53.8
2021/08/24,14:45,44.1
2021/08/24,15:00,47.6
2021/08/24,15:15,41.7
2021/08/24,15:30,23.5
2021/08/24,15:45,39.3
2021/08/24,16:00,29.9
2021/08/24,16:15,20.1
2021/08/24,16:30,20.1
2021/08/24,16:45,16.8
2021/08/24,17:00,18.3
2021/08/24,17:15,15.0
2021/08/24,17:30,13.0
2021/08/24,17:45,10.6
2021/08/24,18:00,6.7
2021/08/24,18:15,4.1
2021/08/24,18:30,2.1
2021/08/24,18:45,0.9
2021/08/24,19:00,0.0
2021/08/24,19:15,0.0
2021/08/24,19:30,0.0
2021/08/24,19:45,32767
2021/08/24,20:00,32767
