20210804
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.1
7.00	0.2
7.25	0.4
7.50	0.5
7.75	0.8
8.00	1.1
8.25	1.5
8.50	1.9
8.75	2.0
9.00	2.5
9.25	2.6
9.50	2.7
9.75	3.3
10.00	3.6
10.25	4.4
10.50	4.2
10.75	3.6
11.00	2.5
11.25	2.5
11.50	2.0
11.75	0.8
12.00	1.3
12.25	1.8
12.50	2.6
12.75	3.1
13.00	3.6
13.25	4.0
13.50	4.2
13.75	4.3
14.00	3.9
14.25	2.4
14.50	2.4
14.75	3.8
15.00	2.2
15.25	1.0
15.50	2.5
15.75	2.3
16.00	2.3
16.25	2.0
16.50	1.4
16.75	0.5
17.00	0.1
17.25	0.0
17.50	0.0
17.75	0.1
18.00	0.1
18.25	0.1
18.50	0.0
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
