2021/07/20,5:00,0.0
2021/07/20,5:15,0.0
2021/07/20,5:30,0.0
2021/07/20,5:45,0.0
2021/07/20,6:00,0.0
2021/07/20,6:15,0.4
2021/07/20,6:30,1.5
2021/07/20,6:45,2.1
2021/07/20,7:00,1.9
2021/07/20,7:15,1.9
2021/07/20,7:30,3.3
2021/07/20,7:45,5.4
2021/07/20,8:00,4.9
2021/07/20,8:15,3.2
2021/07/20,8:30,2.1
2021/07/20,8:45,2.1
2021/07/20,9:00,3.1
2021/07/20,9:15,4.8
2021/07/20,9:30,7.6
2021/07/20,9:45,6.9
2021/07/20,10:00,7.7
2021/07/20,10:15,3.3
2021/07/20,10:30,1.7
2021/07/20,10:45,4.8
2021/07/20,11:00,9.0
2021/07/20,11:15,5.8
2021/07/20,11:30,7.1
2021/07/20,11:45,7.3
2021/07/20,12:00,6.7
2021/07/20,12:15,6.8
2021/07/20,12:30,6.5
2021/07/20,12:45,3.6
2021/07/20,13:00,4.0
2021/07/20,13:15,4.6
2021/07/20,13:30,3.3
2021/07/20,13:45,4.3
2021/07/20,14:00,4.9
2021/07/20,14:15,2.3
2021/07/20,14:30,2.4
2021/07/20,14:45,3.0
2021/07/20,15:00,2.0
2021/07/20,15:15,2.0
2021/07/20,15:30,2.1
2021/07/20,15:45,2.0
2021/07/20,16:00,2.3
2021/07/20,16:15,2.7
2021/07/20,16:30,3.5
2021/07/20,16:45,6.5
2021/07/20,17:00,4.7
2021/07/20,17:15,3.1
2021/07/20,17:30,2.8
2021/07/20,17:45,1.9
2021/07/20,18:00,1.1
2021/07/20,18:15,1.1
2021/07/20,18:30,1.0
2021/07/20,18:45,1.0
2021/07/20,19:00,0.0
2021/07/20,19:15,0.0
2021/07/20,19:30,0.0
2021/07/20,19:45,0.0
2021/07/20,20:00,0.0
