20210810
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.0
7.00	0.1
7.25	0.2
7.50	0.3
7.75	0.3
8.00	0.5
8.25	0.8
8.50	1.5
8.75	1.3
9.00	2.0
9.25	2.1
9.50	1.0
9.75	0.4
10.00	0.7
10.25	0.6
10.50	0.4
10.75	0.6
11.00	0.6
11.25	0.7
11.50	1.0
11.75	1.8
12.00	2.2
12.25	2.6
12.50	1.7
12.75	5.0
13.00	6.0
13.25	3.4
13.50	3.2
13.75	3.9
14.00	2.1
14.25	1.7
14.50	1.5
14.75	1.5
15.00	2.5
15.25	1.5
15.50	1.2
15.75	0.8
16.00	2.2
16.25	1.9
16.50	1.6
16.75	1.2
17.00	1.1
17.25	0.6
17.50	0.4
17.75	0.3
18.00	0.2
18.25	0.1
18.50	0.1
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
