20210801
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.1
7.00	0.2
7.25	0.4
7.50	0.6
7.75	0.8
8.00	1.3
8.25	1.8
8.50	2.6
8.75	2.4
9.00	2.7
9.25	4.1
9.50	5.1
9.75	5.5
10.00	6.3
10.25	6.6
10.50	7.7
10.75	8.4
11.00	9.3
11.25	8.6
11.50	10.5
11.75	11.6
12.00	11.1
12.25	8.5
12.50	8.1
12.75	7.8
13.00	5.8
13.25	6.0
13.50	7.1
13.75	8.7
14.00	6.9
14.25	3.3
14.50	1.7
14.75	1.0
15.00	0.9
15.25	0.5
15.50	0.5
15.75	0.5
16.00	0.7
16.25	0.9
16.50	0.8
16.75	0.6
17.00	0.6
17.25	0.4
17.50	0.3
17.75	0.2
18.00	0.2
18.25	0.1
18.50	0.0
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
