2021/07/08,5:00,0.0
2021/07/08,5:15,0.0
2021/07/08,5:30,0.0
2021/07/08,5:45,0.0
2021/07/08,6:00,0.7
2021/07/08,6:15,1.9
2021/07/08,6:30,3.7
2021/07/08,6:45,5.8
2021/07/08,7:00,7.2
2021/07/08,7:15,8.3
2021/07/08,7:30,8.3
2021/07/08,7:45,9.7
2021/07/08,8:00,12.1
2021/07/08,8:15,14.8
2021/07/08,8:30,11.9
2021/07/08,8:45,13.2
2021/07/08,9:00,19.9
2021/07/08,9:15,30.3
2021/07/08,9:30,38.8
2021/07/08,9:45,30.2
2021/07/08,10:00,48.5
2021/07/08,10:15,44.9
2021/07/08,10:30,55.3
2021/07/08,10:45,53.7
2021/07/08,11:00,48.6
2021/07/08,11:15,50.7
2021/07/08,11:30,29.7
2021/07/08,11:45,48.3
2021/07/08,12:00,46.7
2021/07/08,12:15,44.4
2021/07/08,12:30,58.7
2021/07/08,12:45,55.3
2021/07/08,13:00,24.2
2021/07/08,13:15,52.7
2021/07/08,13:30,47.1
2021/07/08,13:45,20.2
2021/07/08,14:00,28.5
2021/07/08,14:15,34.1
2021/07/08,14:30,25.0
2021/07/08,14:45,27.1
2021/07/08,15:00,50.7
2021/07/08,15:15,36.7
2021/07/08,15:30,47.2
2021/07/08,15:45,39.2
2021/07/08,16:00,39.6
2021/07/08,16:15,36.5
2021/07/08,16:30,32.9
2021/07/08,16:45,29.0
2021/07/08,17:00,21.5
2021/07/08,17:15,15.1
2021/07/08,17:30,13.8
2021/07/08,17:45,14.0
2021/07/08,18:00,11.0
2021/07/08,18:15,7.3
2021/07/08,18:30,5.1
2021/07/08,18:45,3.3
2021/07/08,19:00,1.6
2021/07/08,19:15,0.5
2021/07/08,19:30,0.0
2021/07/08,19:45,0.0
2021/07/08,20:00,0.0
