20210817
5.00	0.0
5.25	0.0
5.50	0.0
5.75	0.0
6.00	0.0
6.25	0.0
6.50	0.0
6.75	0.1
7.00	0.2
7.25	0.4
7.50	0.6
7.75	0.9
8.00	1.3
8.25	1.8
8.50	2.4
8.75	3.0
9.00	3.7
9.25	4.5
9.50	5.2
9.75	6.0
10.00	6.8
10.25	7.6
10.50	8.3
10.75	9.0
11.00	9.6
11.25	10.1
11.50	10.6
11.75	11.0
12.00	11.3
12.25	11.4
12.50	11.4
12.75	11.4
13.00	11.3
13.25	11.1
13.50	10.7
13.75	10.3
14.00	9.8
14.25	9.2
14.50	8.5
14.75	7.7
15.00	6.9
15.25	6.1
15.50	5.4
15.75	4.7
16.00	4.0
16.25	3.3
16.50	2.7
16.75	2.1
17.00	1.6
17.25	1.2
17.50	0.8
17.75	0.5
18.00	0.3
18.25	0.2
18.50	0.1
18.75	0.0
19.00	0.0
19.25	0.0
19.50	0.0
19.75	0.0
20.00	0.0
